"L&S","","","","","","","","","","","","","","","","","","","","",""
"BOTANY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","",""
"BOTANY
208","Dept. Total","755","3.170","35.5","16.8","19.2","6.6","7.9","3.0","0.8","6.0","",".",".","",".","2.0","1.2","0.1","0.7","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","76","3.095","30.3","25.0","25.0","5.3","10.5","3.9",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","136","3.113","34.6","14.0","25.0","13.2","8.8","3.7",".",".","",".",".","",".",".",".",".",".","0.7"
"Junior","","182","3.126","32.4","22.5","22.0","6.6","9.3","4.4","0.5","0.5","",".",".","",".",".","1.1",".","0.5","."
"Senior","","243","3.178","37.0","17.7","20.6","6.2","9.5","2.5","2.1",".","",".",".","",".","2.1","2.5",".",".","."
"Undergraduates","","637","3.139","34.4","19.2","22.4","7.7","9.4","3.5","0.9","0.2","",".",".","",".","0.8","1.3",".","0.2","0.2"
"Special","","16","2.976","12.5","6.3",".","6.3",".","6.3",".","50.0","",".",".","",".",".",".","6.3","12.5","."
"Graduate","","102","3.880","46.1","3.9","2.0",".",".",".",".","35.3","",".",".","",".","9.8","1.0",".","2.0","."
"","Dept. Total","755","3.170","35.5","16.8","19.2","6.6","7.9","3.0","0.8","6.0","",".",".","",".","2.0","1.2","0.1","0.7","0.1"
