"","990
138","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
139","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","72","",".",".",".",".",".",".",".","84.7","1.4",".","",".","13.9",".",".",".","."
"Seminar in Genetics","993
002","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"GENETICS
412","Dept. Total","916","3.326","45.1","11.7","17.8","8.0","6.6","1.7","0.2","7.0","0.1",".","",".","1.5","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","71","3.466","71.8","8.5","7.0","8.5",".","1.4","2.8",".",".",".","",".",".",".",".",".","."
"Sophomore","","69","3.466","62.3","7.2","20.3","5.8","2.9","1.4",".",".",".",".","",".",".",".",".",".","."
"Junior","","173","3.062","31.2","11.6","27.2","9.8","16.8","2.9",".","0.6",".",".","",".",".",".",".",".","."
"Senior","","426","3.347","49.8","11.5","19.0","10.3","6.3","1.9",".",".",".",".","",".","0.9","0.2",".",".","."
"Undergraduates","","739","3.292","48.7","10.8","19.9","9.6","7.8","2.0","0.3","0.1",".",".","",".","0.5","0.1",".",".","."
"Special","","57","3.482","43.9","29.8","15.8","3.5","3.5",".",".","1.8",".",".","",".",".","1.8",".",".","."
"Graduate","","118","3.649","22.9","8.5","5.9",".",".","0.8",".","51.7","0.8",".","",".","8.5",".",".","0.8","."
"Prof Yr 4","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","916","3.326","45.1","11.7","17.8","8.0","6.6","1.7","0.2","7.0","0.1",".","",".","1.5","0.2",".","0.1","."
