"ENGINEERING PHYSICS","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","","","",""
"Engr Problem Solving I","271
001","60","3.492","36.7","35.0","23.3",".","5.0",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Intro to Engineering Research","468
001","7","4.000","100.0",".",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Research Proposal-Engr Physics","469
001","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Engineering Analysis I","547
001","23","3.370","17.4","47.8","26.1","8.7",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Research Pract-Engr Physics I","568
001","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research Pract-Engr Physics II","569
001","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","602
001","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","602
002","18","3.889","77.8","22.2",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"","602
003","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","602
004","10","3.833","60.0","30.0",".",".",".",".","",".","","10.0",".","",".",".","",".","",".","",".",".","."
"Special Topics in EP","Course Total","34","3.816","67.6","23.5","2.9",".",".","",".","",".","5.9","",".",".","",".","",".","",".",".",".","."
"HPC for Apps in Engr","759
001","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"EP Graduate Seminar","920
001","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"E P
347","Dept. Total","136","3.553","47.1","30.9","15.4","1.5","2.2","",".","",".","1.5","",".","1.5","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","17","3.294","5.9","58.8","29.4",".","5.9","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","34","3.565","52.9","23.5","17.6",".","5.9","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","49","3.724","67.3","24.5","8.2",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","100","3.565","52.0","30.0","15.0",".","3.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","36","3.522","33.3","33.3","16.7","5.6",".","",".","",".","5.6","",".","5.6","",".","",".","",".",".",".","."
"","Dept. Total","136","3.553","47.1","30.9","15.4","1.5","2.2","",".","",".","1.5","",".","1.5","",".","",".","",".",".",".","."
