"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
001","17","3.176","23.5","23.5","23.5","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","002
344","13","3.154","15.4","23.1","46.2","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","003
344","18","3.222","27.8","16.7","38.9","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"","004
344","17","3.118","17.6","11.8","52.9","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
005","18","3.139","33.3","5.6","27.8","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
006","15","3.133","26.7","6.7","40.0","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
007","17","3.206","35.3","11.8","17.6","29.4","5.9",".",".",".",".",".",".",".",".",".",".","."
"","008
344","14","3.071","14.3","21.4","42.9","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"","344
009","15","3.167","26.7","6.7","46.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
010","16","3.125","25.0","6.3","50.0","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
011","15","3.033","13.3","33.3","26.7","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"","344
012","15","3.167","26.7","6.7","40.0","26.7",".",".",".",".",".",".",".",".",".",".",".","."
"","013
344","17","3.147","29.4",".","52.9","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"","014
344","16","3.094","18.8","25.0","31.3","6.3","18.8",".",".",".",".",".",".",".",".",".",".","."
"","015
344","16","2.906","18.8","12.5","31.3","31.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","016
344","15","3.033","13.3","20.0","33.3","26.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","017
344","16","3.188","37.5","6.3","31.3","18.8",".","6.3",".",".",".",".",".",".",".",".",".","."
"","344
018","11","3.136","18.2","36.4","9.1","27.3","9.1",".",".",".",".",".",".",".",".",".",".","."
"","344
019","11","3.091","9.1","27.3","45.5","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","344
020","13","3.154","23.1","7.7","53.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","344
021","11","3.091","27.3",".","54.5",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"","344
022","16","3.188","25.0","18.8","37.5","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
023","15","3.200","33.3",".","46.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
024","11","3.182","18.2","27.3","36.4","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","344
025","13","3.192","30.8","15.4","30.8","7.7","15.4",".",".",".",".",".",".",".",".",".",".","."
"","344
026","17","3.176","29.4",".","47.1","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"","027
344","16","3.156","18.8","12.5","56.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
028","16","3.188","31.3","12.5","25.0","25.0","6.3",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","420","3.138","24.3","13.6","38.3","15.0","8.1","0.5","0.2",".",".",".",".",".",".",".",".","."
"","345
001","250","2.809","28.0","4.0","24.4","6.8","29.6","4.4","2.4",".",".",".",".",".","0.4",".",".","."
"","345
002","193","2.850","24.4","11.4","25.4","11.4","19.2","4.7","3.6",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","443","2.827","26.4","7.2","24.8","8.8","25.1","4.5","2.9",".",".",".",".",".","0.2",".",".","."
"","346
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
346","22","3.023","36.4","13.6","18.2","9.1","9.1","13.6",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","26","3.010","30.8","11.5","26.9","11.5","7.7","11.5",".",".",".",".",".",".",".",".",".","."
"Chemistry Demonstrations","350
001","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","41","3.146","36.6","19.5","17.1","9.8","9.8","4.9","2.4",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","51","2.833","31.4","13.7","21.6","7.8","11.8","2.0","11.8",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","76","3.039","25.0","19.7","25.0","11.8","13.2","3.9","1.3",".",".",".",".",".",".",".",".","."
"","563
001","13","3.577","61.5","7.7","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","563
003","7","3.143",".","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
004","13","3.731","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
006","13","3.615","69.2",".","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","46","3.565","54.3","13.0","28.3",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","564
001","14","3.464","28.6","35.7","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","Page 186 of 420",""
