"","990
144","6","",".",".",".",".",".",".",".","16.7",".",".",".","83.3",".",".",".","."
"","990
147","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
150","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","117","",".",".",".",".",".",".",".","68.4",".",".",".","31.6",".",".",".","."
"PHYSICS
754","Dept. Total","3590","3.105","25.9","21.7","19.8","15.1","11.3","1.4","0.4","2.3",".","0.1",".","1.2","0.4",".","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","218","3.265","31.7","27.5","19.3","10.1","6.9","1.8","0.5",".",".",".",".",".","0.9",".",".","1.4"
"Sophomore","","737","3.026","23.7","21.2","19.3","18.7","14.8","1.6","0.4",".",".",".",".",".","0.3",".",".","."
"Junior","","1263","3.035","22.6","21.8","20.3","19.6","13.5","1.5","0.2",".",".","0.2",".",".","0.2",".",".","0.2"
"Senior","","1011","3.136","27.3","21.8","23.0","12.9","10.6","1.7","0.8","0.1",".","0.1",".","0.5","0.7",".","0.1","0.5"
"Undergraduates","","3229","3.076","24.9","22.0","20.8","16.7","12.4","1.6","0.5","0.0",".","0.1",".","0.2","0.4",".","0.0","0.3"
"Special","","39","3.541","46.2","25.6","10.3","2.6","5.1",".",".","5.1",".",".",".",".",".",".","5.1","."
"Graduate","","322","3.634","33.2","17.7","10.2","0.6","0.6",".","0.3","24.8",".",".",".","11.5","0.9",".",".","."
"","Dept. Total","3590","3.105","25.9","21.7","19.8","15.1","11.3","1.4","0.4","2.3",".","0.1",".","1.2","0.4",".","0.1","0.3"
