"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"699","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","101","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","133","","6","3.875","50.0","16.7",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"699","136","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","43","3.937","86.0","7.0","2.3",".",".",".",".",".",".",".",".",".","4.7",".",".","."
"703
Adv Prog Language&Compilers","001","","13","3.500","38.5","38.5","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"706
Analysis of Software Artifacts","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"707
Mobile and Wireless Networking","001","","10","3.550","50.0","30.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"710
Computational Complexity","001","","8","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"714
Methods of Computatnl Math I","001","","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"727
Convex Analysis","001","","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"739
Distributed Systems","001","","36","3.792","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"744
Big Data Systems","001","","100","3.898","87.0","5.0","4.0","1.0","1.0",".",".","2.0",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"759
HPC for Apps in Engr","001","","34","3.938","88.2","2.9",".","2.9",".",".",".","5.9",".",".",".",".",".",".",".","."
"760
Machine Learning","001","","92","3.775","65.2","29.3","3.3",".",".",".","1.1",".",".",".",".",".","1.1",".",".","."
"761
Mathematical Machine Learning","001","","47","3.789","66.0","21.3","6.4","2.1",".",".",".","2.1",".",".",".",".",".",".","2.1","."
"764
Topics-Database Mgt Systems","001","","19","3.806","57.9","36.8",".",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"765
Data Visualization","001","","35","3.559","60.0","14.3","8.6","8.6","2.9","2.9",".",".",".",".",".",".","2.9",".",".","."
"770
Human-Computer Interaction","001","","51","3.716","52.9","37.3","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","135","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"799","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","021","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","029","","5","***","","","","","","","","","",".",".",".",".",".",".","."
