"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","",""
"The American Jewish Experience","219
001","","49","3.646","57.1","20.4","18.4",".",".","2.0",".",".",".",".",".",".","2.0",".",".","."
"Intro to Modern Jewish Hist","220
001","","28","3.519","28.6","46.4","17.9","3.6",".",".",".","3.6",".",".",".",".",".",".",".","."
"","230
001","","13","3.577","46.2","23.1","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
230","","11","3.818","81.8",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","230
003","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem Topics in Jewish Lit","Course Total","","30","3.733","66.7","13.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231
001","","21","3.333","19.0","38.1","9.5","19.0",".",".",".","9.5",".",".",".",".",".","4.8",".","."
"","231
002","","17","3.625","52.9","17.6","17.6","5.9",".",".",".",".",".",".",".",".","5.9",".",".","."
"Elem Topics in Jewish History","Course Total","","38","3.471","34.2","28.9","13.2","13.2",".",".",".","5.3",".",".",".",".","2.6","2.6",".","."
"","267
001","","47","3.734","70.2","14.9","8.5","4.3","2.1",".",".",".",".",".",".",".",".",".",".","."
"","267
002","","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Yiddish Song and Jewish Exp","Course Total","","69","3.828","78.3","11.6","5.8","2.9","1.4",".",".",".",".",".",".",".",".",".",".","."
"Yiddish Lit & Culture, Europe","269
001","","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"King David","335
001","","15","3.636","26.7","40.0","6.7",".",".",".",".",".",".",".",".",".",".","26.7",".","."
"Israeli Fiction-Translation","367
001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intmed Topics in Jewish Lit","430
001","","18","3.706","55.6","33.3",".",".","5.6",".",".",".",".",".",".",".","5.6",".",".","."
"Intmd Tpcs in Jewish St:Soc Sc","433
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Anti-Semitism-European Culture","518
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Topics: Jewish Philos&Arts","632
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independnt Research for Majors","677
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
