"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"Literature and Culture I","241
001","","98","3.510","40.8","31.6","20.4","4.1","1.0",".","1.0",".",".",".",".",".","1.0",".",".","."
"Literature and Culture II","242
001","","98","3.594","37.8","42.9","15.3","2.0",".",".",".","2.0",".",".",".",".",".",".",".","."
"","245
001","","18","3.194","5.6","50.0","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","245
002","","20","3.475","30.0","40.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","245
003","","21","3.452","28.6","61.9","4.8",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","004
245","","19","3.684","42.1","52.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in the Major","Course Total","","78","3.455","26.9","51.3","15.4","3.8","1.3",".","1.3",".",".",".",".",".",".",".",".","."
"","001
307","","16","3.867","75.0","12.5","6.3",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"","307
002","","15","3.767","73.3","20.0",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","307
003","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","","16","3.875","87.5","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","","60","3.864","81.7","11.7","1.7","1.7","1.7",".",".","1.7",".",".",".",".",".",".",".","."
"","314
001","","16","3.333","43.8","6.3","12.5","31.3",".",".",".",".",".",".",".",".",".","6.3",".","."
"","314
002","","22","3.386","40.9","13.6","31.8","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"Structure of English","Course Total","","38","3.365","42.1","10.5","23.7","18.4","2.6",".",".",".",".",".",".",".",".","2.6",".","."
"English Phonology","315
001","","9","2.889","11.1","11.1","44.4","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"English Lang Variation in U.S.","316
001","","30","3.638","43.3","40.0","10.0","3.3",".",".",".",".",".",".",".",".","3.3",".",".","."
"Second Language Acquisition","318
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","403
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","403
002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","Course Total","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Nonfiction","407
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
001","","14","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
003","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
408","","16","3.406","62.5","12.5","6.3","6.3","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"Creative Writing: Fiction","Course Total","","55","3.764","78.2","12.7","3.6","1.8","1.8",".","1.8",".",".",".",".",".",".",".",".","."
"Creative Writing: Poetry","409
001","","14","3.679","57.1","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","411
001","","17","3.735","70.6","17.6","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Introduction to TESOL Methods","415
001","","15","3.893","73.3","20.0",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"English in Society","416
001","","23","3.935","87.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-English Lang & Linguis","420
001","","18","3.639","61.1","27.8","5.6",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"Chaucers Courtly Poetry","426
001","","26","3.788","76.9","7.7","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in 19th-Century Amer Lit","456
001","","29","3.586","51.7","31.0","3.4","10.3","3.4",".",".",".",".",".",".",".",".",".",".","."
"Topic in American Lit","457
001","","26","3.729","53.8","30.8","3.8","3.8",".",".",".","3.8",".",".",".",".",".","3.8",".","."
"Postcolonial or World Lit","473
001","","12","3.409","33.3","25.0","25.0",".","8.3",".",".",".",".",".",".",".",".","8.3",".","."
"Techniques&Materials for TESOL","515
001","","8","3.438","75.0","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"English Grammar in Use","516
001","","20","3.725","60.0","25.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old English","520
001","","15","3.267","20.0","26.7","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Fem Thry&Women Writng-English","545
001","","19","3.611","47.4","36.8",".","5.3","5.3",".",".",".",".",".",".",".","5.3",".",".","."
"Postcolonial Theatre","577
001","","14","3.808","64.3","21.4","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","681
098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
