"TERM : 1182","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2017-2018","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"FRENCH (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","",""
"FRENCH
Dept. Total
400","909","3.502","48.4","26.1","14.0","3.3","3.6","0.9","0.8","1.8","",".",".","",".","0.9","",".",".","0.2","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","189","3.398","37.6","29.6","20.6","4.8","5.8","0.5","0.5",".","",".",".","",".",".","",".",".","0.5","."
"Sophomore","182","3.448","44.0","28.0","16.5","2.7","4.9","1.1","1.6",".","",".",".","",".",".","",".",".","0.5","0.5"
"Junior","171","3.410","42.1","30.4","16.4","4.1","4.7","0.6","1.2","0.6","",".",".","",".",".","",".",".",".","."
"Senior","234","3.579","55.6","25.2","11.1","3.8","2.1","1.7",".","0.4","",".",".","",".",".","",".",".",".","."
"Undergraduates","776","3.463","45.5","28.1","15.9","3.9","4.3","1.0","0.8","0.3","",".",".","",".",".","",".",".","0.3","0.1"
"Special","14","3.309","35.7","14.3","7.1",".",".",".","7.1","35.7","",".",".","",".",".","",".",".",".","."
"Graduate","119","3.881","68.9","14.3","2.5",".",".",".",".","7.6","",".",".","",".","6.7","",".",".",".","."
"Dept. Total","909","3.502","48.4","26.1","14.0","3.3","3.6","0.9","0.8","1.8","",".",".","",".","0.9","",".",".","0.2","0.1"
