"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"Advanced Research-Ceramics","924
032","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","944
031","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","944
068","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Art Metal","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","996
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
050","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","11","3.931","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
003","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
005","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
011","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
015","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
017","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
018","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
020","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
024","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
031","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
050","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
055","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
061","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
068","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
076","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
077","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
078","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
080","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
082","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
097","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","159","4.000","99.4",".",".",".",".",".",".",".",".",".",".",".","0.6",".",".","."
