"ELECTRICAL AND COMPUTER E Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"Electronic Circuits II","342
001","51","2.902","19.6","15.7","21.6","19.6","19.6","3.9",".",".",".",".",".",".",".",".",".","."
"","352
001","98","3.316","25.5","40.8","15.3","10.2","7.1","1.0",".",".",".",".",".",".",".",".",".","."
"","352
002","32","3.297","21.9","37.5","34.4","3.1",".",".","3.1",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","130","3.312","24.6","40.0","20.0","8.5","5.4","0.8","0.8",".",".",".",".",".",".",".",".","."
"Intro to Microprocessor Sys","353
001","74","2.872","20.3","9.5","37.8","5.4","23.0",".","4.1",".",".",".",".",".",".",".",".","."
"","354
001","28","3.446","60.7","10.7","10.7","7.1","3.6","7.1",".",".",".",".",".",".",".",".",".","."
"","354
002","36","2.943","27.8","16.7","19.4","11.1","11.1","8.3","2.8",".",".",".",".",".","2.8",".",".","."
"Machine Organizatn&Progrmng","Course Total","64","3.167","42.2","14.1","15.6","9.4","7.8","7.8","1.6",".",".",".",".",".","1.6",".",".","."
"Electromech Energy Conversn","004
355","11","2.864","18.2","36.4","18.2","9.1",".","9.1","9.1",".",".",".",".",".",".",".",".","."
"Elect Power for Alt Energy Sys","356
001","38","3.197","18.4","18.4","50.0","10.5","2.6",".",".",".",".",".",".",".",".",".",".","."
"","370
001","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
004","17","3.676","47.1","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
370","11","3.500","27.3","45.5","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","45","3.678","48.9","37.8","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electricl&Electronc Circuit","376
001","130","3.023","17.7","13.1","43.1","6.9","18.5",".",".",".",".",".",".",".",".",".",".","0.8"
"Elec&Elec-mech Power Conver","377
001","86","3.753","64.0","23.3","9.3","2.3",".",".",".",".",".",".",".",".",".",".","1.2","."
"","399
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
066","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
097","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
001","33","3.364","27.3","27.3","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","411
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","004
411","12","3.292","33.3","16.7","33.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Intro to Electric Drive Sys","Course Total","46","3.359","30.4","23.9","34.8","8.7","2.2",".",".",".",".",".",".",".",".",".",".","."
"","427
001","52","3.663","59.6","21.2","15.4",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","427
003","8","3.563","50.0","37.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Electric Power Systems","Course Total","60","3.650","58.3","23.3","13.3",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Digital Signal Processing","431
001","26","3.769","69.2","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","11","3.350","27.3","27.3","27.3",".","9.1",".",".",".",".",".",".",".","9.1",".",".","."
"Introduction to Robotics","439
001","27","3.722","48.1","48.1","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Applied Communications Sys","447
001","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Embedded Microproc System Dsgn","453
001","26","3.904","80.8","19.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mobile Computing Laboratory","454
001","27","3.648","44.4","40.7","14.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Medical Instrumentation","462
001","10","3.350","30.0","20.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Honors in Research","489
054","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Software Engineering","506
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Power Electronics Lab","512
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Optimization","524
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","Page 125 of 420",""
