"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Naval Science","101
001","","13","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Intro Naval Lab I","175
001","","17","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Naval Leadership&Management","201
001","","15","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Elementary Naval Lab I","275
001","","11","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Intermed Naval Lab I","375
001","","14","3.964","92.9","7.1","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Naval Operations","401
001","","5","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Naval Laboratory I","475
001","","13","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Professional Naval Lab I","575
001","","4","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"NAV SCI
672","Dept. Total","","92","3.976","96.7","3.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","25","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","22","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","18","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","27","3.905","88.9","11.1","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","92","3.976","96.7","3.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","92","3.976","96.7","3.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
