"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","",""
"JEWISH
510","Dept. Total","271","3.677","55.4","24.0","11.8","3.0","0.7","0.4","",".","1.5","",".",".","",".","",".","1.5","1.8",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","82","3.539","42.7","26.8","20.7","4.9",".","1.2","",".",".","",".",".","",".","",".","2.4","1.2",".","."
"Sophomore","","55","3.669","52.7","29.1","12.7","3.6",".",".","",".",".","",".",".","",".","",".","1.8",".",".","."
"Junior","","56","3.760","62.5","26.8","7.1",".","1.8",".","",".",".","",".",".","",".","",".","1.8",".",".","."
"Senior","","68","3.800","72.1","17.6","4.4","2.9","1.5",".","",".","1.5","",".",".","",".","",".",".",".",".","."
"Undergraduates","","261","3.677","56.7","24.9","11.9","3.1","0.8","0.4","",".","0.4","",".",".","",".","",".","1.5","0.4",".","."
"Special","","9","3.500","11.1",".","11.1",".",".",".","",".","33.3","",".",".","",".","",".",".","44.4",".","."
"Graduate","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","271","3.677","55.4","24.0","11.8","3.0","0.7","0.4","",".","1.5","",".",".","",".","",".","1.5","1.8",".","."
