"EGR","","","","","","","","","","","","","","","","","","","","",""
"MATERIALS SCI AND ENGINEERI Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","","",""
"M S & E
Dept. Total
636","987","3.433","37.1","24.6","20.0","6.0","2.3","0.2","",".","6.9","",".","0.7","",".","1.7","0.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","147","3.267","23.1","34.7","28.6","9.5","2.7","0.7","",".","0.7","",".",".","",".",".",".",".",".","."
"Junior","208","3.485","44.7","25.5","22.6","6.3","1.0",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","416","3.390","38.7","27.4","22.6","7.0","3.6","0.2","",".",".","",".",".","",".",".","0.5",".",".","."
"Undergraduates","771","3.393","37.4","28.3","23.7","7.3","2.7","0.3","",".","0.1","",".",".","",".",".","0.3",".",".","."
"Special","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","213","3.682","36.2","10.8","6.6","1.4","0.9",".","",".","31.5","",".","3.3","",".","8.0","0.9",".",".","."
"Dept. Total","987","3.433","37.1","24.6","20.0","6.0","2.3","0.2","",".","6.9","",".","0.7","",".","1.7","0.4",".",".","."
