"","699
086","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
104","","11","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","699
106","","10","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"NEURODPT 699","Course Total","","50","3.988","98.0","2.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"NEURODPT
681","Dept. Total","","51","3.988","98.0","2.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681
NEURODPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","2","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","6","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","21","3.969","95.2","4.8","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","22","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","51","3.988","98.0","2.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","51","3.988","98.0","2.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
