"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1864","3.395","39.3","23.0","19.1","6.0","4.6","1.4","0.4","2.3","",".","2.5","",".","0.7","0.4","0.1","0.1","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","309","3.384","40.1","25.2","22.3","7.4","3.6","0.6","0.3",".","",".",".","",".",".",".",".",".","0.3"
"Sophomore","","301","3.352","37.5","25.2","24.6","5.3","5.0","1.7","0.7",".","",".",".","",".",".",".",".",".","."
"Junior","","384","3.267","33.1","26.0","20.8","7.0","9.1","2.3","0.8",".","",".",".","",".",".","0.5",".",".","0.3"
"Senior","","613","3.416","41.8","24.8","20.1","6.5","4.1","1.8","0.2",".","",".",".","",".",".","0.3","0.2",".","0.3"
"Undergraduates","","1607","3.362","38.6","25.3","21.5","6.6","5.4","1.7","0.4",".","",".",".","",".",".","0.2","0.1",".","0.2"
"Special","","19","3.109","21.1","5.3","5.3","26.3",".",".",".","36.8","",".",".","",".",".",".",".","5.3","."
"Graduate","","237","3.827","45.6","8.9","3.8","0.4",".",".",".","14.8","",".","19.4","",".","5.5","1.7",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","College Total","1864","3.395","39.3","23.0","19.1","6.0","4.6","1.4","0.4","2.3","",".","2.5","",".","0.7","0.4","0.1","0.1","0.2"
