"TERM : 1182","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2017-2018","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","278","3.334","42.1","22.3","19.1","5.4","5.8","0.7","",".","3.6","",".",".","",".","0.7","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","2.938",".","66.7",".",".","33.3",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","26","2.899","23.1","19.2","30.8","11.5","11.5","3.8","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","203","3.358","45.3","23.2","20.7","4.4","5.4","0.5","",".",".","",".",".","",".",".","0.5",".",".","."
"Undergraduates","","235","3.283","41.7","23.8","21.3","5.1","6.8","0.9","",".",".","",".",".","",".",".","0.4",".",".","."
"Special","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","42","3.672","45.2","14.3","7.1","4.8",".",".","",".","23.8","",".",".","",".","4.8",".",".",".","."
"","Dept. Total","278","3.334","42.1","22.3","19.1","5.4","5.8","0.7","",".","3.6","",".",".","",".","0.7","0.4",".",".","."
