"","990
129","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
130","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
131","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","45","",".",".",".",".",".",".",".","80.0","",".",".","",".","11.1","",".",".","8.9","."
"PATH
704","Dept. Total","192","3.528","29.2","5.7","6.8","2.1","1.6","0.5","1.0","19.3","",".","27.6","",".","2.6","",".",".","3.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","14","2.731","28.6","21.4","14.3",".","7.1","7.1","14.3",".","",".",".","",".",".","",".",".","7.1","."
"Junior","","15","3.536","66.7",".",".","20.0","6.7",".",".",".","",".",".","",".",".","",".",".","6.7","."
"Senior","","26","3.620","65.4",".","26.9",".","3.8",".",".",".","",".",".","",".",".","",".",".","3.8","."
"Undergraduates","","58","3.376","55.2","6.9","17.2","5.2","5.2","1.7","3.4",".","",".",".","",".",".","",".",".","5.2","."
"Special","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","145","3.611","35.2","3.4","2.1","0.7",".",".",".","23.4","",".","29.0","",".","3.4","",".",".","2.8","."
"Prof Yr 2","","11","",".",".",".",".",".",".",".",".","",".","100.0","",".",".","",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 4","","16","3.915","75.0","12.5",".",".",".",".",".","12.5","",".",".","",".",".","",".",".",".","."
"Professionals","","30","3.926","46.7","6.7",".",".",".",".",".","10.0","",".","36.7","",".",".","",".",".",".","."
"","Dept. Total","234","3.528","41.9","4.7","5.6","1.7","1.3","0.4","0.9","15.8","",".","22.6","",".","2.1","",".",".","3.0","."
