"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"964","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","039","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","041","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","049","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","058","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","059","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"964","067","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","076","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","081","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"964","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","087","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Molecular Dynamics","Course Total","","122","4.000","74.6",".",".",".",".",".",".","25.4",".",".",".",".",".",".",".","."
"990","001","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","058","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","076","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","087","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Organic","Course Total","","70","",".",".",".",".",".",".",".","91.4",".",".",".","8.6",".",".",".","."
"992","001","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"992","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","017","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"992","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","","Page 189 of 420",""
