"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
051","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to College Composition","Course Total","862","3.846","75.8","18.8","3.8","0.9","0.1",".","0.1",".",".",".",".",".","0.5",".",".","."
"Intro-Theatre & Dramatic Lit","120
001","163","3.484","36.2","38.0","14.7","4.9","3.7",".","0.6","1.2",".",".",".",".","0.6",".",".","."
"Comm B Topics in English Lit","140
001","144","3.270","20.8","27.1","36.1","9.7","2.1","0.7",".","1.4",".",".",".",".","1.4","0.7",".","."
"Science Fiction and Fantasy","141
001","227","3.319","27.3","30.0","29.1","7.5","3.5","0.4","0.9","0.4",".",".",".",".","0.4","0.4",".","."
"The Graphic Novel","143
001","19","3.500","42.1","42.1","5.3",".",".",".","5.3",".",".",".",".",".","5.3",".",".","."
"Lit & Culture of Asian America","150
001","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Myth and Literature","155
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","162
001","145","3.741","69.0","17.2","5.5","4.1",".","0.7","0.7","2.8",".",".",".",".",".",".",".","."
"","167
002","33","3.379","48.5","18.2","21.2","3.0","3.0","3.0","3.0",".",".",".",".",".",".",".",".","."
"","167
003","19","3.395","47.4","15.8","10.5","21.1","5.3",".",".",".",".",".",".",".",".",".",".","."
"","004
167","30","3.385","30.0","20.0","23.3","13.3",".",".",".",".",".",".",".",".","10.0",".","3.3","."
"British and American Writers","Course Total","82","3.385","41.5","18.3","19.5","11.0","2.4","1.2","1.2",".",".",".",".",".","3.7",".","1.2","."
"Modern Literature","168
001","254","3.510","37.8","32.3","24.0","1.6","0.4","0.4","0.8",".",".",".",".",".","0.4",".","2.4","."
"","173
001","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","173
002","297","3.604","67.3","16.2","6.7","3.0","3.0","0.7","3.0",".",".",".",".",".",".",".",".","."
"","173
004","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethnic and Multicultural Lit","Course Total","330","3.635","68.8","16.4","6.1","2.7","2.7","0.6","2.7",".",".",".",".",".",".",".",".","."
"Literature and Popular Culture","177
001","24","3.792","62.5","33.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Media, Lit, Culture","178
001","17","3.529","47.1","47.1",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"First-Year Honors Seminar","181
001","20","3.842","70.0","20.0","5.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"","201
001","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
201","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
004","18","3.750","72.2","11.1","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","005
201","19","3.658","57.9","15.8","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","19","3.868","89.5","5.3",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","201
007","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
008","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
010","18","3.806","77.8","16.7",".",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","179","3.872","83.8","9.5","5.0","0.6","1.1",".",".",".",".",".",".",".",".",".",".","."
"Writing, Rhetoric, & Literacy","204
001","71","3.754","85.9","1.4","7.0",".","2.8",".","2.8",".",".",".",".",".",".",".",".","."
"","207
001","17","3.559","52.9","23.5","11.8","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","207
002","17","3.824","76.5","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","207
003","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
004","14","3.893","92.9",".",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","005
207","15","3.167","26.7","26.7","33.3","6.7",".",".","6.7",".",".",".",".",".",".",".",".","."
"","207
006","15","3.700","86.7",".",".","6.7",".","6.7",".",".",".",".",".",".",".",".",".","."
"","207
007","13","3.615","61.5","7.7","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","008
207","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Creative Writing","Course Total","122","3.697","70.5","13.1","9.0","4.9","0.8","0.8","0.8",".",".",".",".",".",".",".",".","."
"V Nabokov: Russ&Amer Writng","223
001","38","3.868","89.5","5.3","2.6",".",".","2.6",".",".",".",".",".",".",".",".",".","."
