"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","431
003","29","3.328","24.1","44.8","17.2","6.9","3.4","3.4",".",".",".",".",".",".",".",".",".","."
"","431
004","28","2.607","17.9","17.9","21.4","3.6","21.4","10.7","7.1",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","123","3.004","24.4","22.8","24.4","7.3","13.0","5.7","2.4",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","22","2.818","18.2","18.2","31.8","9.1","9.1","9.1","4.5",".",".",".",".",".",".",".",".","."
"Applied Linear Algebra","443
001","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"College Geometry I","461
001","24","3.000","33.3","8.3","25.0",".","20.8","8.3",".","4.2",".",".",".",".",".",".",".","."
"","475
001","25","3.360","40.0","16.0","32.0",".","12.0",".",".",".",".",".",".",".",".",".",".","."
"","475
002","22","3.273","45.5","13.6","13.6","13.6","9.1","4.5",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","47","3.319","42.6","14.9","23.4","6.4","10.6","2.1",".",".",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","49","3.043","30.6","14.3","18.4","10.2","16.3","6.1",".","2.0",".",".",".",".",".",".","2.0","."
"","521
001","33","3.091","33.3","12.1","27.3","6.1","15.2","6.1",".",".",".",".",".",".",".",".",".","."
"","521
002","30","3.217","43.3","3.3","30.0",".","23.3",".",".",".",".",".",".",".",".",".",".","."
"","521
004","36","3.014","33.3","2.8","27.8","5.6","30.6",".",".",".",".",".",".",".",".",".",".","."
"","521
005","36","2.764","13.9","19.4","25.0","16.7","13.9","8.3","2.8",".",".",".",".",".",".",".",".","."
"Analysis I","Course Total","135","3.011","30.4","9.6","27.4","7.4","20.7","3.7","0.7",".",".",".",".",".",".",".",".","."
"Analysis II","522
002","41","3.024","24.4","22.0","24.4","12.2","9.8","4.9","2.4",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","19","2.789","21.1","15.8","21.1","15.8","15.8","5.3","5.3",".",".",".",".",".",".",".",".","."
"","541
001","32","2.661","28.1","6.3","25.0","3.1","15.6","9.4","9.4",".",".",".",".",".",".",".","3.1","."
"","002
541","28","2.231","17.9","10.7","14.3","10.7","10.7","7.1","21.4",".",".",".",".",".",".",".",".","7.1"
"","541
003","30","3.583","53.3","33.3","6.7","3.3",".",".","3.3",".",".",".",".",".",".",".",".","."
"Modern Algebra","Course Total","90","2.851","33.3","16.7","15.6","5.6","8.9","5.6","11.1",".",".",".",".",".",".",".","1.1","2.2"
"Modern Algebra","542
001","27","3.148","25.9","18.5","29.6","18.5","3.7","3.7",".",".",".",".",".",".",".",".",".","."
"Elementary Topology","551
001","21","3.190","33.3","19.0","14.3","19.0","14.3",".",".",".",".",".",".",".",".",".",".","."
"Elementary Number Theory","567
001","24","3.065","37.5","12.5","20.8",".","12.5","12.5",".",".",".",".",".",".",".",".","4.2","."
"Mathematical Logic","571
001","29","2.821","24.1","24.1","20.7","3.4","10.3",".","13.8",".",".",".",".",".",".","3.4",".","."
"Complex Analysis","623
001","19","3.263","31.6","10.5","36.8","21.1",".",".",".",".",".",".",".",".",".",".",".","."
"","632
001","43","3.314","51.2","2.3","34.9",".","7.0",".","4.7",".",".",".",".",".",".",".",".","."
"","632
003","31","3.065","35.5","12.9","29.0","6.5","6.5","3.2","6.5",".",".",".",".",".",".",".",".","."
"Intro-Stochastic Processes","Course Total","74","3.209","44.6","6.8","32.4","2.7","6.8","1.4","5.4",".",".",".",".",".",".",".",".","."
"Intro to Error-Correctng Codes","641
001","8","3.375","37.5",".","62.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
037","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
106","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
107","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
159","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
160","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
165","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","13","3.735","84.6",".",".","7.7",".",".",".",".",".",".",".",".",".",".","7.7","."
"Methods of Applied Math 1","703
001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Fluid Dynamics","705
001","20","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Statistics","709
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Methods of Computatnl Math I","714
001","23","3.848","69.6","30.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","Page 272 of 420",""
