"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"669","009","","16","3.781","56.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","011","","16","3.464","31.3","18.8","37.5",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"669","013","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","014","","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","015","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics:Constructn Engr&Mgmt","Course Total","","96","3.766","74.0","17.7","6.3",".",".",".",".","2.1",".",".",".",".",".",".",".","."
"679
Topic-Transprtatn&City Plan","001","","14","3.500","35.7","28.6","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","061","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","064","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","44","3.987","93.2","2.3",".",".",".",".",".","2.3",".",".",".",".",".",".","2.3","."
"717
Water Res Mgt Pract Plan Smr I","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"721
Bio Principles of Env Eng","003","","18","3.559","33.3","38.9","22.2",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"730
Engr Properties of Soils","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"749
Spec Topics-Structural Engr","001","","9","3.429","22.2","22.2","33.3",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"790","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","067","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","073","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","076","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","31","",".",".",".",".",".",".",".","77.4",".",".",".","19.4","3.2",".",".","."
"822","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"822","003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Envr Engr:Phy/Chem Treatmnt","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
