"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"ENGLISH AS A SECOND LANGU","Section","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","","","","","","","",""
"ESL
351","Dept. Total","1119","3.618","13.7","7.7","2.9","0.7","0.1","",".","0.4","",".","",".","71.8","2.8","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","297","3.550","1.3","1.3","0.3","0.3",".","",".",".","",".","",".","93.3","3.4","",".","",".",".",".","."
"Sophomore","","384","3.679","18.8","9.6","3.1","1.0",".","",".","0.3","",".","",".","65.6","1.6","",".","",".",".",".","."
"Junior","","227","3.637","25.1","13.2","4.8","0.9",".","",".","0.9","",".","",".","49.3","5.7","",".","",".",".",".","."
"Senior","","70","3.413","27.1","21.4","11.4","1.4","1.4","",".","2.9","",".","",".","32.9","1.4","",".","",".",".",".","."
"Undergraduates","","978","3.616","15.5","8.8","3.3","0.8","0.1","",".","0.5","",".","",".","67.9","3.1","",".","",".",".",".","."
"Special","","26","4.000","3.8",".",".",".",".","",".",".","",".","",".","92.3","3.8","",".","",".",".",".","."
"Graduate","","123","",".",".",".",".",".","",".",".","",".","",".","100.0",".","",".","",".",".",".","."
"Prof Yr 4","","15","",".",".",".",".",".","",".",".","",".","",".","100.0",".","",".","",".",".",".","."
"Professionals","","15","",".",".",".",".",".","",".",".","",".","",".","100.0",".","",".","",".",".",".","."
"","Dept. Total","1142","3.618","13.4","7.5","2.8","0.7","0.1","",".","0.4","",".","",".","72.3","2.7","",".","",".",".",".","."
