"L&S","","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"ATM OCN
Dept. Total
640","511","3.086","20.9","22.1","22.7","12.1","9.2","2.2","1.6","5.7","0.2",".","",".","3.1","0.2",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"Freshmen","106","2.988","12.3","30.2","25.5","15.1","13.2","3.8",".",".",".",".","",".",".",".",".",".","."
"Sophomore","138","2.970","18.8","15.9","31.2","15.9","13.0","2.9","1.4","0.7",".",".","",".",".",".",".",".","."
"Junior","105","3.068","24.8","20.0","23.8","19.0","7.6","1.0","2.9","1.0",".",".","",".",".",".",".",".","."
"Senior","79","3.179","27.8","34.2","16.5","5.1","8.9","2.5","3.8",".",".",".","",".","1.3",".",".",".","."
"Undergraduates","428","3.038","20.3","23.8","25.2","14.5","11.0","2.6","1.9","0.5",".",".","",".","0.2",".",".",".","."
"Special","10","3.500","10.0","10.0","10.0",".",".",".",".","70.0",".",".","",".",".",".",".",".","."
"Graduate","73","3.654","26.0","13.7","9.6",".",".",".",".","27.4","1.4",".","",".","20.5","1.4",".",".","."
"Dept. Total","511","3.086","20.9","22.1","22.7","12.1","9.2","2.2","1.6","5.7","0.2",".","",".","3.1","0.2",".",".","."
