"Contemporary Topics","365
001","","35","4.000","100.0",".",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Computer-Based Data Mgt","422
002","","23","3.435","30.4","34.8","26.1","8.7","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Computer-Based Data Mgt","722
002","","7","3.571","57.1",".","42.9",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","765
001","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","","70","3.771","72.9","11.4","12.9","2.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","18","3.694","72.2",".","22.2","5.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","34","3.779","67.6","23.5","5.9","2.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","56","3.768","71.4","14.3","10.7","3.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","12","3.750","75.0",".","25.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","70","3.771","72.9","11.4","12.9","2.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
