"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","4104","3.614","58.7","22.0","9.9","4.4","1.8","0.7","0.5","0.8","0.0",".","",".","0.3","0.7","0.1","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","267","3.555","50.9","30.0","11.6","4.5","1.5","0.4","0.4","0.4",".",".","",".",".","0.4",".",".","."
"Sophomore","","641","3.651","64.6","19.3","9.7","3.1","2.7","0.5","0.2",".",".",".","",".",".",".",".",".","."
"Junior","","1251","3.618","60.2","21.9","9.5","4.6","1.4","0.8","0.7",".",".",".","",".",".","0.8",".",".","."
"Senior","","1751","3.590","56.1","23.7","10.8","5.1","2.0","0.7","0.6","0.3",".",".","",".",".","0.6","0.1",".","."
"Undergraduates","","3910","3.606","58.4","22.8","10.3","4.6","1.9","0.7","0.5","0.2",".",".","",".",".","0.6","0.1",".","."
"Special","","30","3.627","60.0","6.7","10.0","6.7","3.3",".",".","3.3",".",".","",".",".",".","10.0",".","."
"Graduate","","162","3.929","64.2","5.6","0.6",".",".",".",".","15.4","0.6",".","",".","8.6","3.7",".","1.2","."
"Prof Yr 4","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","College Total","4104","3.614","58.7","22.0","9.9","4.4","1.8","0.7","0.5","0.8","0.0",".","",".","0.3","0.7","0.1","0.0","."
