"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","12334","3.317","40.6","16.8","18.2","6.8","6.9","1.6","0.6","4.5","0.0","0.5","0.0","2.4","0.8","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1052","3.212","37.2","22.1","19.3","8.3","9.5","1.6","1.2",".",".",".",".",".","0.8","0.1",".","."
"Sophomore","","1295","3.267","40.2","17.7","21.1","9.3","8.7","1.8","0.6",".",".","0.2",".",".","0.3",".","0.1","0.1"
"Junior","","2464","3.233","37.6","17.9","22.3","7.7","9.9","2.4","0.7","0.1","0.0","0.8","0.0",".","0.3","0.1","0.2","."
"Senior","","4912","3.325","43.0","17.5","20.3","7.7","7.2","1.6","0.5","0.2","0.0","0.3",".","0.3","1.2",".","0.0","0.1"
"Undergraduates","","9723","3.281","40.6","18.1","20.8","8.0","8.4","1.8","0.7","0.1","0.0","0.4","0.0","0.2","0.8","0.0","0.1","0.1"
"Special","","546","3.356","41.4","17.6","17.6","8.1","5.7","1.8","0.9","4.8",".",".",".",".","0.5","0.7","0.9","."
"Graduate","","2058","3.673","40.6","10.2","6.3","0.9","0.6","0.4","0.0","25.3","0.1","0.9",".","13.3","0.6","0.1","0.6","."
"Prof Yr 3","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","10","3.738","50.0","20.0","10.0",".",".",".",".","10.0",".",".",".","10.0",".",".",".","."
"Professionals","","13","3.517","38.5","15.4","30.8",".",".",".",".","7.7",".",".",".","7.7",".",".",".","."
"","College Total","12340","3.317","40.7","16.8","18.2","6.8","6.9","1.6","0.6","4.5","0.0","0.5","0.0","2.4","0.8","0.1","0.2","0.0"
