"","699
011","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
012","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
013","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Directed Study","Course Total","6","3.763","83.3",".",".","16.7",".",".",".",".","",".",".","",".",".",".",".",".","."
"LEGAL ST
535","Dept. Total","322","3.338","32.6","29.8","23.9","6.5","4.0","0.3","1.6","0.6","",".",".","",".","0.3","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.415","33.3","33.3","20.0","10.0","3.3",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","96","3.179","19.8","30.2","33.3","7.3","6.3","1.0","1.0",".","",".",".","",".",".","1.0",".",".","."
"Junior","","85","3.390","41.2","24.7","25.9","3.5","1.2",".","3.5",".","",".",".","",".",".",".",".",".","."
"Senior","","105","3.444","38.1","34.3","14.3","6.7","4.8",".","1.0",".","",".",".","",".","1.0",".",".",".","."
"Undergraduates","","316","3.341","32.9","30.4","23.7","6.3","4.1","0.3","1.6",".","",".",".","",".","0.3","0.3",".",".","."
"Special","","6","3.077","16.7",".","33.3","16.7",".",".",".","33.3","",".",".","",".",".",".",".",".","."
"","Dept. Total","322","3.338","32.6","29.8","23.9","6.5","4.0","0.3","1.6","0.6","",".",".","",".","0.3","0.3",".",".","."
