"","999
092","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
093","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
094","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","23","4.000","39.1",".",".",".",".",".",".","52.2","",".",".","",".","4.3",".",".","4.3","."
"SOC
900","Dept. Total","3039","3.384","37.8","23.9","15.8","6.7","4.5","1.5","0.8","7.0","",".","0.3","",".","0.4","0.9","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","650","3.243","28.2","28.6","21.2","13.1","6.3","2.0","0.5",".","",".",".","",".",".",".","0.2",".","."
"Sophomore","","803","3.338","37.0","26.5","19.7","8.1","5.5","1.9","1.0",".","",".",".","",".",".","0.2",".","0.1","."
"Junior","","545","3.448","44.6","27.0","15.2","4.8","4.8","1.5","0.9",".","",".",".","",".",".","1.1",".","0.2","."
"Senior","","533","3.439","46.2","24.6","14.4","5.3","4.1","1.7","1.3",".","",".",".","",".","0.9","0.9","0.4","0.2","."
"Undergraduates","","2531","3.355","38.3","26.7","18.0","8.1","5.3","1.8","0.9",".","",".",".","",".","0.2","0.5","0.1","0.1","."
"Special","","115","3.503","19.1","8.7","8.7",".","2.6",".",".","54.8","",".",".","",".",".","0.9","2.6","2.6","."
"Graduate","","392","3.809","40.3","9.7","3.8","0.3",".",".",".","38.0","",".","2.6","",".","1.5","3.3","0.3","0.3","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","3039","3.384","37.8","23.9","15.8","6.7","4.5","1.5","0.8","7.0","",".","0.3","",".","0.4","0.9","0.2","0.2","."
