"L&S","","","","","","","","","","","","","","","","","","","","",""
"LIBRARY & INFORMATION STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"L I S
Dept. Total
544","930","3.839","81.2","10.2","3.4","1.1","0.8","0.3","0.5","0.6","",".",".","",".","",".","1.6","0.1","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","26","3.475","50.0","26.9","11.5",".",".","3.8","3.8",".","",".",".","",".","",".","3.8",".",".","."
"Sophomore","68","3.787","70.6","25.0","1.5","1.5",".",".","1.5",".","",".",".","",".","",".",".",".",".","."
"Junior","98","3.736","80.6","8.2","2.0","2.0","1.0","2.0","2.0","1.0","",".",".","",".","",".","1.0",".",".","."
"Senior","147","3.764","76.9","8.8","8.2","2.7","2.0",".","0.7",".","",".",".","",".","",".",".","0.7",".","."
"Undergraduates","339","3.740","74.6","13.3","5.3","2.1","1.2","0.9","1.5","0.3","",".",".","",".","",".","0.6","0.3",".","."
"Special","31","3.883","83.9","9.7",".",".","3.2",".",".",".","",".",".","",".","",".","3.2",".",".","."
"Graduate","560","3.911","85.0","8.4","2.5","0.5","0.4",".",".","0.9","",".",".","",".","",".","2.1",".","0.2","."
"Dept. Total","930","3.839","81.2","10.2","3.4","1.1","0.8","0.3","0.5","0.6","",".",".","",".","",".","1.6","0.1","0.1","."
