"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","15060","3.410","40.5","20.8","16.2","6.0","4.3","0.9","0.5","4.5","0.0","3.9","0.0","1.9","0.3","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","573","3.621","28.1","9.8","4.4","1.2","1.9","0.3","0.2",".",".","53.2","0.2",".",".",".",".","."
"Sophomore","","1338","3.242","35.4","20.0","15.2","7.8","4.4","1.3","1.0","0.1",".","14.4","0.1",".","0.1",".",".","."
"Junior","","2732","3.254","40.6","21.3","20.1","8.4","5.9","1.8","1.0","0.0",".","0.5",".",".","0.1","0.2",".","0.1"
"Senior","","7254","3.398","42.7","23.8","19.1","6.9","5.3","0.9","0.3","0.1","0.0","0.5","0.0",".","0.3",".","0.0","."
"Undergraduates","","11897","3.356","40.7","22.2","18.2","7.1","5.2","1.1","0.5","0.1","0.0","4.6","0.0",".","0.2","0.0","0.0","0.0"
"Special","","247","3.333","38.9","22.7","19.0","6.5","6.5","2.0","1.2","1.2",".",".","0.4",".","0.8",".","0.8","."
"Graduate","","3264","3.702","44.8","13.2","7.1","1.3","0.5","0.0","0.2","20.3","0.1","2.4",".","8.9","0.7","0.1","0.3","."
"Prof Yr 2","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","",".",".",".","33.3",".",".","."
"Professionals","","6","4.000","66.7",".",".",".",".",".",".","16.7",".",".",".",".","16.7",".",".","."
"","College Total","15414","3.410","41.6","20.3","15.9","5.9","4.2","0.9","0.5","4.4","0.0","4.1","0.0","1.9","0.3","0.1","0.1","0.0"
