"","990
080","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
082","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
083","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","46","",".",".",".",".",".",".",".","91.3",".",".","",".","8.7",".",".",".","."
"ZOOLOGY
970","Dept. Total","1980","3.130","37.1","13.5","24.5","5.2","10.3","3.1","1.9","2.4","0.1","0.9","",".","0.7","0.3","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","123","2.596","22.0","7.3","27.6","7.3","15.4","15.4","4.9",".",".",".","",".",".",".",".",".","."
"Sophomore","","360","2.924","25.0","10.0","35.8","6.9","16.4","3.6","2.2",".",".",".","",".",".",".",".",".","."
"Junior","","447","3.121","31.5","15.0","29.1","6.9","12.3","2.0","1.8",".",".","0.4","",".",".","0.7",".","0.2","."
"Senior","","877","3.276","44.8","16.5","19.7","4.0","7.9","2.3","1.6",".",".","1.7","",".","1.0","0.1","0.1","0.2","."
"Undergraduates","","1807","3.111","36.0","14.2","25.8","5.5","11.2","3.4","2.0",".",".","0.9","",".","0.5","0.2","0.1","0.2","."
"Special","","29","3.321","41.4","17.2","24.1","3.4",".","3.4","3.4","6.9",".",".","",".",".",".",".",".","."
"Graduate","","143","3.671","49.7","3.5","8.4","1.4","0.7",".",".","31.5","0.7",".","",".","2.8","1.4",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1980","3.130","37.1","13.5","24.5","5.2","10.3","3.1","1.9","2.4","0.1","0.9","",".","0.7","0.3","0.1","0.2","."
