"L&S","","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"HIST SCI
456","Dept. Total","329","3.469","30.4","35.9","16.7","3.6","1.2","0.3","0.9","9.4","",".",".","",".","",".","0.9","0.3","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","3.333","21.2","42.4","27.3","6.1","1.5",".","1.5",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","84","3.482","28.6","45.2","20.2","6.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","60","3.492","30.0","45.0","20.0","3.3","1.7",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","66","3.500","42.4","34.8","12.1","1.5","3.0","1.5","1.5",".","",".",".","",".","",".","3.0",".",".","."
"Undergraduates","","276","3.453","30.4","42.0","19.9","4.3","1.4","0.4","0.7",".","",".",".","",".","",".","0.7",".",".","."
"Special","","32","3.036","12.5","3.1",".",".",".",".","3.1","78.1","",".",".","",".","",".",".","3.1",".","."
"Graduate","","21","3.962","57.1","4.8",".",".",".",".",".","28.6","",".",".","",".","",".","4.8",".","4.8","."
"","Dept. Total","329","3.469","30.4","35.9","16.7","3.6","1.2","0.3","0.9","9.4","",".",".","",".","",".","0.9","0.3","0.3","."
