"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","300
016","26","3.808","65.4","30.8","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
017","27","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
018","23","3.696","47.8","47.8",".","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","374","3.698","50.3","42.5","5.9","0.8",".","0.3","0.3",".",".",".",".",".",".",".",".","."
"Business Law","001
301","397","2.961","6.0","23.7","37.0","24.4","7.6","0.3","0.5","0.3",".",".",".",".","0.3",".",".","."
"","302
001","36","3.389","30.6","33.3","22.2","11.1","2.8",".",".",".",".",".",".",".",".",".",".","."
"","002
302","30","3.350","33.3","20.0","33.3","10.0","3.3",".",".",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","66","3.371","31.8","27.3","27.3","10.6","3.0",".",".",".",".",".",".",".",".",".",".","."
"","306
001","97","2.985","18.6","14.4","34.0","15.5","15.5","2.1",".",".",".",".",".",".",".",".",".","."
"","002
306","97","3.180","28.9","15.5","30.9","12.4","12.4",".",".",".",".",".",".",".",".",".",".","."
"","306
003","96","3.161","21.9","19.8","35.4","16.7","5.2","1.0",".",".",".",".",".",".",".",".",".","."
"","306
004","90","2.922","18.9","17.8","25.6","15.6","16.7","5.6",".",".",".",".",".",".",".",".",".","."
"","306
005","96","3.161","30.2","18.8","25.0","9.4","14.6","2.1",".",".",".",".",".",".",".",".",".","."
"","306
006","94","2.910","19.1","16.0","25.5","17.0","17.0","5.3",".",".",".",".",".",".",".",".",".","."
"","007
306","78","3.032","15.4","21.8","37.2","10.3","12.8","2.6",".",".",".",".",".",".",".",".",".","."
"","306
008","23","2.804","8.7","21.7","34.8","8.7","21.7",".","4.3",".",".",".",".",".",".",".",".","."
"Business Analytics I","Course Total","671","3.044","21.6","17.7","30.6","13.7","13.7","2.5","0.1",".",".",".",".",".",".",".",".","."
"","001
307","114","3.228","26.3","35.1","19.3","7.0","7.0","5.3",".",".",".",".",".",".",".",".",".","."
"","307
002","54","3.296","25.9","29.6","24.1","18.5","1.9",".",".",".",".",".",".",".",".",".",".","."
"","003
307","32","3.313","25.0","40.6","21.9","3.1","6.3","3.1",".",".",".",".",".",".",".",".",".","."
"","307
004","96","3.359","29.2","33.3","20.8","13.5","3.1",".",".",".",".",".",".",".",".",".",".","."
"","307
005","62","3.073","19.4","37.1","16.1","9.7","9.7","8.1",".",".",".",".",".",".",".",".",".","."
"Business Analytics II","Course Total","358","3.254","25.7","34.6","20.1","10.6","5.6","3.4",".",".",".",".",".",".",".",".",".","."
"Acctg&Finance - Non-Bus Majors","310
010","227","3.018","12.3","19.8","39.6","16.3","7.9","0.9","0.9","0.9",".",".",".",".","1.3",".",".","."
"Mgmt & Mrktg Non-Bus Majors","311
001","227","3.314","29.5","30.4","22.0","11.9","2.6",".","1.8","1.8",".",".",".",".",".",".",".","."
"Intercultural Communctn in Bus","320
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Exp Bus-Extended Intrnshp","451
001","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","710
001","48","3.385","6.3","64.6","29.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","710
002","51","3.480","2.0","92.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethics, Integrity and Society","Course Total","99","3.434","4.0","78.8","17.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","750
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
001","52","3.500","23.1","53.8","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","52","3.500","28.8","42.3","28.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
031","40","3.575","35.0","45.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","144","3.521","28.5","47.2","24.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Beginning a Research Career","933
001","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
