"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3707","3.560","53.5","19.7","14.8","5.1","2.8","0.4","0.3","1.8","",".","1.5","",".","0.0","0.0",".","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","88","3.177","39.8","18.2","13.6","11.4","11.4","3.4","2.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","43","3.293","46.5","11.6","18.6","7.0","16.3",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","155","3.318","47.7","15.5","19.4","7.7","3.2","3.9","1.9",".","",".",".","",".",".",".",".","0.6","."
"Senior","","172","3.392","48.8","18.0","15.1","8.7","7.0","1.7","0.6",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","458","3.326","46.5","16.6","16.6","8.7","7.4","2.6","1.3",".","",".",".","",".",".",".",".","0.2","."
"Special","","10","2.952","20.0","20.0","30.0","20.0",".",".","10.0",".","",".",".","",".",".",".",".",".","."
"Graduate","","215","3.866","42.3","6.5","0.9",".",".",".",".","23.7","",".","25.6","",".","0.5",".",".","0.5","."
"Prof Yr 1","","744","3.665","71.4","15.5","8.2","4.2","0.7","0.1",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","907","3.366","48.4","19.3","19.0","6.5","5.7","0.3","0.4",".","",".",".","",".",".",".",".",".","0.3"
"Prof Yr 3","","1269","3.560","38.8","26.2","17.5","4.0","0.8",".",".","1.2","",".",".","",".","11.4",".",".","0.1","."
"Prof Yr 4","","250","3.887","85.6","6.8","4.4","2.0","0.4",".",".",".","",".",".","",".","0.4","0.4",".",".","."
"Professionals","","3170","3.591","52.9","20.2","14.7","4.6","2.1","0.1","0.1","0.5","",".",".","",".","4.6","0.0",".","0.0","0.1"
"","College Total","3853","3.560","51.4","19.0","14.2","4.9","2.6","0.4","0.3","1.7","",".","1.4","",".","3.8","0.0",".","0.1","0.1"
