"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOMOLECULAR CHEMISTRY","Section","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMOLCHEM
758","Dept. Total","","91","4.000","48.4","",".","",".","",".","",".","",".","",".","47.3","",".",".","",".","3.3","1.1",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","***","","","","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","","10","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","","10","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","","24","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","","65","4.000","29.2","",".","",".","",".","",".","",".","",".","64.6","",".",".","",".","4.6","1.5",".",".","."
"Prof Yr 4","","","2","***","","","","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","","2","***","","","","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","","91","4.000","48.4","",".","",".","",".","",".","",".","",".","47.3","",".",".","",".","3.3","1.1",".",".","."
