"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","","",""
"First Crse in Real Analysis","721","001","","31","3.452","61.3","6.5","19.4",".","9.7",".","3.2",".",".",".",".",".",".",".",".","."
"Theory of Probability I","733","001","","29","3.328","31.0","13.8","44.8","10.3",".",".",".",".",".",".",".",".",".",".",".","."
"Abstract Algebra","741","001","","20","3.684","45.0","40.0","10.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"Analytic Number Theory","749","001","","11","3.864","90.9",".",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Topology I","751","001","","15","3.536","40.0","26.7","20.0","6.7",".",".",".",".",".",".",".",".","6.7",".",".","."
"Differentiable Manifolds","761","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Algebraic Geometry","763","001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Mathematics","770","001","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Partial Differential Equatn","819","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics-Real Analysis","821","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics-Complex Analysis","823","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourier Analysis","827","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Probability","833","001","","36","3.958","94.4","2.8","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Applied Algebra","842","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Arithmetic Geometry","844","001","","14","3.857","92.9",".",".",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Topics in Algebra","847","001","","21","3.810","90.5",".",".",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"Topics-Differentl Topology","856","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics in Foundations","873","001","","10","4.000","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","90.0","."
"Seminar in Analysis","921","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Algebra","941","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Topology","951","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","96","011","","26","3.308","34.6","26.9","26.9","3.8","3.8",".","3.8",".",".",".",".",".",".",".",".","."
"","96","012","","24","3.417","45.8","20.8","16.7","4.2","12.5",".",".",".",".",".",".",".",".",".",".","."
"","96","013","","25","3.040","40.0","8.0","16.0","16.0","12.0","4.0","4.0",".",".",".",".",".",".",".",".","."
"","96","014","","29","2.914","24.1","13.8","24.1","17.2","13.8","3.4","3.4",".",".",".",".",".",".",".",".","."
"","96","015","","24","3.188","37.5","20.8","8.3","25.0","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"Preparatory Algebra","","Course Total","","128","3.164","35.9","18.0","18.8","13.3","9.4","1.6","3.1",".",".",".",".",".",".",".",".","."
"Seminar in Number Theory","967","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","157","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","159","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","","","Page 273 of 420",""
