"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"691
Senior Thesis","105","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695
Directed Creative Writing","114","","11","3.950","81.8","9.1",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Intro-Composition Studies","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Writing and Learning","001","","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"713
Topc-Contmp English Linguis","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"781
Graduate Fiction Workshop","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"782
Graduate Poetry Workshop","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"783
Creative Writing Pedagogy Smr","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"785","005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"785","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"785","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"785","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"785","108","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"MFA Thesis","Course Total","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","002","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Proseminar-Teaching of Writing","Course Total","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"795
One-credit Seminar","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","114","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"803
Topics in Medieval Literature","001","","10","3.611","30.0","50.0","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"806
Topics in Romanticism","001","","15","3.750","66.7","20.0",".",".","6.7",".",".",".",".",".",".",".","6.7",".",".","."
"813
World/Postcolonial Lit-English","001","","15","3.846","60.0","26.7",".",".",".",".",".",".",".",".",".",".","13.3",".",".","."
"817
Seminar-American Literature","001","","16","3.929","75.0","12.5",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"850
Proseminar in Theatre Research","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"859
Sem-Interdisc Theatre Studies","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"879
Advanced Seminar in Lit","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","","Page 221 of 420",""
