"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Thought:Concpts,Lang,Cult","521
001","74","3.181","27.0","24.3","21.6","10.8","12.2",".","1.4","1.4",".",".",".",".",".",".","1.4","."
"Psychology of Women and Gender","522
001","30","3.000","23.3","23.3","20.0","10.0","20.0",".","3.3",".",".",".",".",".",".",".",".","."
"Neurobiology","523
001","79","3.519","43.0","30.4","20.3","2.5","2.5","1.3",".",".",".",".",".",".",".",".",".","."
"Criminal Mind:Forensics/Scienc","526
001","103","3.782","79.6","10.7","3.9","1.9","1.9","1.9",".",".",".",".",".",".",".",".",".","."
"","601
001","26","3.700","57.7","19.2","19.2",".",".",".",".",".",".",".",".",".",".","3.8",".","."
"","002
601","24","3.457","37.5","20.8","29.2","8.3",".",".",".",".",".",".",".",".","4.2",".",".","."
"","601
003","20","3.579","60.0","5.0","20.0","5.0","5.0",".",".",".",".",".",".",".","5.0",".",".","."
"","601
004","25","3.458","24.0","48.0","20.0",".","4.0",".",".",".",".",".",".",".","4.0",".",".","."
"","005
601","24","3.813","79.2","12.5","4.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","601
006","25","3.400","36.0","24.0","28.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","601
007","28","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
008","22","3.864","86.4",".","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","194","3.639","56.2","19.6","17.5","2.6","2.1",".",".",".",".",".",".",".","1.5","0.5",".","."
"Intro to Clinical Psych","607
001","25","3.740","60.0","28.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Anal-Psych Experiments","610
001","18","3.735","61.1","16.7","16.7",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","621
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
005","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
006","11","3.953","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
007","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
008","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
009","8","3.795","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
010","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
014","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
015","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
016","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
017","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
020","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
022","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
023","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
029","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
037","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
038","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
039","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
040","30","3.925","96.7",".",".",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"","621
044","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
049","6","3.824","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
053","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
055","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
057","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
058","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","065
621","24","4.000","95.8",".",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","Page 301 of 420",""
