"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Intro-Hispanic Literatures","Course Total","112","3.420","42.9","19.6","26.8","3.6","5.4","1.8",".",".",".",".",".",".",".",".",".","."
"","226
001","20","3.575","55.0","15.0","25.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
002","20","3.700","55.0","30.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","20","3.350","15.0","70.0","10.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","226
004","19","3.026","21.1","10.5","31.6","26.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"","226
005","20","3.450","40.0","25.0","20.0","15.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","20","3.775","75.0","5.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
007","18","3.694","50.0","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
008","21","3.643","38.1","52.4","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
009","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
226","19","3.684","42.1","52.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
011","20","3.675","40.0","55.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
013","15","3.867","93.3",".",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","226
015","18","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
017","20","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
018","20","3.650","60.0","25.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
019","18","3.676","55.6","27.8",".","11.1",".",".",".","5.6",".",".",".",".",".",".",".","."
"","226
020","19","3.842","84.2","10.5",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
021","20","3.725","60.0","25.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
022","21","3.881","76.2","23.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","368","3.662","55.2","29.6","10.1","3.0","1.6",".","0.3","0.3",".",".",".",".",".",".",".","."
"","311
001","17","3.853","76.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","18","3.559","38.9","33.3","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","5.6"
"","311
003","16","3.563","56.3","25.0","12.5",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"","311
004","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","19","3.763","68.4","15.8","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","20","3.625","40.0","50.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","311
008","19","3.684","57.9","21.1","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
009","20","3.775","60.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
311","19","3.941","78.9","10.5",".",".",".",".",".","5.3",".",".",".",".","5.3",".",".","."
"Advanced Language Practice","Course Total","166","3.730","60.2","26.5","9.6","1.2",".","0.6",".","0.6",".",".",".",".","0.6",".",".","0.6"
"","319
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
002","21","3.750","85.7",".","4.8",".",".",".","4.8","4.8",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","Course Total","43","3.881","93.0",".","2.3",".",".",".","2.3","2.3",".",".",".",".",".",".",".","."
"","320
001","23","3.543","47.8","21.7","26.1",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","320
002","26","3.520","34.6","34.6","23.1","3.8",".",".",".",".",".",".",".",".",".",".",".","3.8"
"","320
003","24","3.458","45.8","25.0","16.7",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","73","3.507","42.5","27.4","21.9","1.4","5.5",".",".",".",".",".",".",".",".",".",".","1.4"
"Structure of Modern Spanish","001
321","24","3.438","37.5","20.8","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","10","3.400","50.0","10.0","20.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","322
002","22","3.432","31.8","22.7","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","32","3.422","37.5","18.8","37.5","3.1","3.1",".",".",".",".",".",".",".",".",".",".","."
"","324
002","23","3.543","56.5","13.0","17.4","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","324
003","23","3.696","56.5","26.1","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","Course Total","46","3.620","56.5","19.6","17.4","4.3","2.2",".",".",".",".",".",".",".",".",".",".","."
