"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","001","","12","3.625","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","002","","13","3.346","15.4","46.2","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","003","","12","3.667","58.3","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","004","","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","005","","13","3.385","23.1","38.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","006","","11","3.318","27.3","27.3","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"100","007","","13","3.192","30.8","30.8","23.1","7.7",".",".","7.7",".",".",".",".",".",".",".",".","."
"100","009","","12","3.708","75.0","8.3","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","010","","13","3.458","38.5","30.8","7.7","7.7","7.7",".",".",".",".",".",".",".","7.7",".",".","."
"100","011","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","012","","13","3.462","23.1","53.8","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","013","","13","3.615","53.8","30.8","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","014","","13","3.615","53.8","30.8","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","015","","13","3.692","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","016","","12","3.375","8.3","58.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","017","","13","3.654","46.2","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","018","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","019","","13","3.577","46.2","30.8","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","020","","13","3.423","7.7","69.2","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","021","","13","3.692","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","022","","12","3.417","8.3","66.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","023","","13","3.538","23.1","61.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","024","","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","025","","13","3.250","7.7","46.2","23.1","15.4",".",".",".",".",".",".",".",".","7.7",".",".","."
"100","026","","13","3.308","15.4","38.5","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","027","","11","3.591","36.4","54.5",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","028","","13","3.462","15.4","69.2","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","029","","13","3.269","15.4","46.2","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","030","","13","3.462","38.5","30.8","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"100","031","","12","3.292","33.3","41.7","16.7",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"100","032","","13","3.115",".","69.2","23.1",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"100","033","","12","3.333","16.7","58.3","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","034","","12","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","035","","12","3.417","25.0","50.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","036","","12","3.125",".","66.7","16.7","8.3",".","8.3",".",".",".",".",".",".",".",".",".","."
"100","037","","13","3.423","23.1","38.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","038","","13","3.500","15.4","69.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","039","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","040","","13","3.577","23.1","69.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","041","","12","3.125","8.3","33.3","41.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","043","","12","3.333","25.0","41.7","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","044","","13","3.538","38.5","46.2",".","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"100","045","","13","3.615","30.8","61.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","046","","13","3.231","15.4","61.5","15.4",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"100","047","","10","3.450","20.0","50.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","049","","10","3.500","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 195 of 420",""
