"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIATRY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIAT
814","Dept. Total","216","3.587","38.0","15.7","19.0","0.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".","26.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","10","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","14","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","24","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","58","",".",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","100.0","."
"Prof Yr 3","","104","3.476","32.7","30.8","35.6","1.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","30","3.814","80.0","6.7","13.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","134","3.542","43.3","25.4","30.6","0.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","216","3.587","38.0","15.7","19.0","0.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".","26.9","."
