"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","55","3.909","85.5","10.9","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","160
002","22","3.477","45.5","22.7","13.6","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","160
003","20","3.325","20.0","45.0","20.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Architectural Graphics","Course Total","42","3.405","33.3","33.3","16.7","14.3","2.4",".",".",".",".",".",".",".",".",".",".","."
"","170
002","22","3.205","36.4","13.6","9.1","36.4","4.5",".",".",".",".",".",".",".",".",".",".","."
"","170
003","23","3.318","30.4","21.7","26.1","13.0","4.3",".",".",".","4.3",".",".",".",".",".",".","."
"","170
004","22","3.227","27.3","31.8","13.6","22.7",".","4.5",".",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","67","3.250","31.3","22.4","16.4","23.9","3.0","1.5",".",".","1.5",".",".",".",".",".",".","."
"Intro to Mech Eng","201
001","105","3.633","58.1","25.7","8.6","1.9","4.8","1.0",".",".",".",".",".",".",".",".",".","."
"Intro Engineering Graphics","001
231","201","3.280","28.9","30.8","17.9","14.9","5.5","1.0","0.5",".",".",".",".",".",".","0.5",".","."
"Dynamics","240
001","121","3.174","16.5","40.5","24.8","7.4","6.6","3.3","0.8",".",".",".",".",".",".",".",".","."
"Eng. Problem Solving EES","273
001","19","3.412","36.8","26.3","10.5","5.3","10.5",".",".",".",".",".",".",".",".","10.5",".","."
"Undergrad Mech Engr Project","291
050","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
015","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","306
001","55","3.036","21.8","21.8","29.1","10.9","12.7",".","3.6",".",".",".",".",".",".",".",".","."
"","002
306","54","3.160","14.8","29.6","33.3","16.7","1.9","1.9",".",".",".",".",".",".","1.9",".",".","."
"","306
003","28","3.071","21.4","17.9","25.0","25.0","10.7",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","137","3.092","19.0","24.1","29.9","16.1","8.0","0.7","1.5",".",".",".",".",".","0.7",".",".","."
"","307
001","8","2.563",".","50.0","12.5","12.5",".","12.5","12.5",".",".",".",".",".",".",".",".","."
"","307
002","12","3.500","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","11","3.136","9.1","27.3","54.5",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","307
004","9","3.556","55.6","22.2","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","307
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
007","7","3.429","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
010","13","3.538","53.8","30.8",".",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"","307
011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","012
307","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
013","7","3.143",".","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
014","9","3.500","66.7","11.1","11.1",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","105","3.352","35.2","30.5","23.8","1.9","4.8","1.9","1.9",".",".",".",".",".",".",".",".","."
"","313
001","56","3.348","16.1","50.0","23.2","8.9","1.8",".",".",".",".",".",".",".",".",".",".","."
"","313
002","64","3.414","23.4","43.8","25.0","7.8",".",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","120","3.383","20.0","46.7","24.2","8.3","0.8",".",".",".",".",".",".",".",".",".",".","."
"","314
001","36","3.097","11.1","33.3","36.1","8.3","8.3","2.8",".",".",".",".",".",".",".",".",".","."
"","314
002","44","3.148","15.9","20.5","50.0","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Fundamentals","Course Total","80","3.125","13.8","26.3","43.8","6.3","8.8","1.3",".",".",".",".",".",".",".",".",".","."
"Geom Modeling-Engr Applcatn","001
331","91","3.289","18.7","40.7","20.9","16.5","2.2",".",".",".",".",".",".",".",".",".",".","1.1"
"","340
001","68","3.265","26.5","35.3","13.2","14.7","10.3",".",".",".",".",".",".",".",".",".",".","."
"","340
002","59","3.186","30.5","25.4","18.6","11.9","10.2","1.7","1.7",".",".",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","Page 141 of 420",""
