"COLLABORATIVE NURSING PRG Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","","",""
"Transitions: Pract & Prof","306
001","","8","3.375","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations Prof Nursing Pract","407
003","","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chronic Care Management","441
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research & Evidence Base Pract","446
003","","6","3.583","16.7","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Management","447
003","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Info Mgt & Hlthcare Tech","453
003","","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Community Health Nursing","454
003","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","490
020","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","022
490","","6","3.333",".","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","490
028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","490
030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in Nursing","Course Total","","21","3.810","71.4","19.0","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Capstone Practicum for RN's","519
001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"CNP
691","Dept. Total","","92","3.788","67.4","22.8","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","","",""
"Junior","","","11","3.545","36.4","36.4","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","81","3.821","71.6","21.0","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","92","3.788","67.4","22.8","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","92","3.788","67.4","22.8","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
