"ALS","","","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"C&E SOC
Dept. Total
864","314","3.392","45.2","20.7","16.9","4.8","5.4","2.5","1.0","2.5","",".",".","",".","",".","1.0",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","54","3.109","31.5","25.9","24.1","1.9","5.6","9.3","1.9",".","",".",".","",".","",".",".",".",".","."
"Sophomore","46","3.493","54.3","21.7","10.9","2.2","8.7","2.2",".",".","",".",".","",".","",".",".",".",".","."
"Junior","70","3.502","51.4","17.1","25.7","4.3",".",".","1.4",".","",".",".","",".","",".",".",".",".","."
"Senior","120","3.346","42.5","22.5","14.2","8.3","8.3","1.7","0.8",".","",".",".","",".","",".","1.7",".",".","."
"Undergraduates","290","3.366","44.5","21.7","18.3","5.2","5.9","2.8","1.0",".","",".",".","",".","",".","0.7",".",".","."
"Special","3","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","21","3.953","52.4","4.8",".",".",".",".",".","38.1","",".",".","",".","",".","4.8",".",".","."
"Dept. Total","314","3.392","45.2","20.7","16.9","4.8","5.4","2.5","1.0","2.5","",".",".","",".","",".","1.0",".",".","."
