"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","101
001","","14","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","12","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
003","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Officership","Course Total","","37","3.811","67.6","27.0","5.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 1A","110
001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","","30","3.983","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Individual Leadership Studies","Course Total","","42","3.988","97.6","2.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 2A","210
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Problem Solving","Course Total","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 3A","310
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Management","401
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4A","410
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","201","3.972","93.5","5.5","1.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","51","3.905","80.4","15.7","3.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","44","3.968","93.2","6.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","52","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","50","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","197","3.971","93.4","5.6","1.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","","201","3.972","93.5","5.5","1.0",".",".",".",".",".",".",".",".",".",".",".",".","."
