"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","189","3.825","68.8","15.3","6.3","0.5","",".","",".","",".","9.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","23","3.696","60.9","17.4","21.7",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","13","3.770","69.2","15.4","15.4",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","19","3.761","73.7","10.5","10.5","5.3","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","55","3.735","67.3","14.5","16.4","1.8","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","15","3.688","40.0",".","13.3",".","",".","",".","",".","46.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","119","3.892","73.1","17.6","0.8",".","",".","",".","",".","8.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","189","3.825","68.8","15.3","6.3","0.5","",".","",".","",".","9.0","",".",".","",".","",".","",".",".",".","."
