"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","6377","3.525","44.8","14.5","11.5","1.6","1.9","0.7","0.4","13.6","0.0","6.8","",".","1.4","0.8",".","1.8","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.373","27.6","37.9","27.6","6.9",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","86","3.309","55.8","17.4","10.5","3.5","4.7","3.5","2.3",".",".",".","",".",".",".",".","2.3","."
"Junior","","517","3.262","55.5","13.2","13.5","4.1","7.9","2.9","1.0",".",".",".","",".",".","1.0",".","1.0","."
"Senior","","1057","3.424","63.4","11.0","11.9","4.1","4.9","1.9","1.0",".",".",".","",".","0.5","0.7",".","0.7","."
"Undergraduates","","1689","3.365","60.0","12.4","12.6","4.1","5.7","2.2","1.1",".",".",".","",".","0.3","0.7",".","0.8","."
"Special","","157","3.467","40.8","6.4","7.6","1.3","1.9","1.3","0.6","1.3",".",".","",".",".",".",".","38.9","."
"Graduate","","1370","3.749","45.3","10.2","4.7","1.0","0.4",".",".","25.3",".","3.7","",".","5.8","0.7",".","2.8","."
"Prof Yr 1","","993","3.478","28.6","19.3","10.5","1.1","1.4","0.3","0.1","18.3",".","20.0","",".",".","0.3",".",".","."
"Prof Yr 2","","577","3.710","31.9","15.3","3.8","0.3","0.3",".",".","28.9","0.2","17.3","",".",".","1.0",".",".","0.9"
"Prof Yr 3","","700","3.385","22.7","21.6","37.6","1.0",".",".","0.1","3.7",".","11.1","",".","0.4","0.9",".","0.1","0.4"
"Prof Yr 4","","934","3.821","61.7","14.1","6.1",".",".",".","0.2","15.2",".","0.9","",".","0.2","1.3",".","0.3","."
"Professionals","","3204","3.580","37.5","17.6","13.9","0.6","0.5","0.1","0.1","16.1","0.0","12.0","",".","0.2","0.8",".","0.1","0.2"
"","College Total","6420","3.525","45.2","14.4","11.4","1.6","1.9","0.7","0.4","13.5","0.0","6.8","",".","1.4","0.8",".","1.8","0.1"
