"","991
072","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
073","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
080","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","29","",".",".",".",".",".",".",".","82.8","",".",".",".","17.2",".",".",".","."
"NUTR SCI
694","Dept. Total","1607","3.292","41.3","17.9","15.2","7.9","9.9","1.2","0.7","3.0","",".","2.1","0.1","0.3","0.2","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","307","2.951","16.9","21.5","24.4","14.3","19.5","1.0","1.3",".","",".",".",".",".","0.7","0.3",".","."
"Sophomore","","276","3.176","31.2","21.0","20.3","10.9","13.0","2.9",".",".","",".","0.7",".",".",".",".",".","."
"Junior","","275","3.168","32.7","18.5","15.6","9.1","13.8","1.5","1.5",".","",".","6.9","0.4",".",".",".",".","."
"Senior","","537","3.553","60.7","15.6","11.2","4.8","4.3","0.7","0.4","0.2","",".","2.0",".",".",".",".",".","."
"Undergraduates","","1395","3.262","39.7","18.6","16.8","9.0","11.3","1.4","0.7","0.1","",".","2.3","0.1",".","0.1","0.1",".","."
"Special","","38","3.676","57.9","26.3","7.9",".","5.3",".",".",".","",".",".",".",".",".","2.6",".","."
"Graduate","","174","3.747","50.6","10.9","4.6","1.1",".","0.6","0.6","27.6","",".","0.6",".","2.9","0.6",".",".","."
"","Dept. Total","1607","3.292","41.3","17.9","15.2","7.9","9.9","1.2","0.7","3.0","",".","2.1","0.1","0.3","0.2","0.1",".","."
