"","999
068","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
079","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
080","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
085","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","11","3.763","45.5","9.1","9.1",".",".",".",".","18.2","",".",".","",".","9.1","9.1",".",".","."
"ANTHRO
156","Dept. Total","1940","3.442","46.8","21.8","14.6","3.6","7.7","1.3","0.9","1.4","",".",".","",".","0.3","0.4","0.1","0.6","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","455","3.301","41.1","19.3","19.6","3.7","12.3","1.8","1.1",".","",".",".","",".",".","0.4",".",".","0.7"
"Sophomore","","616","3.441","47.6","23.4","14.0","3.2","8.9","1.8","0.5",".","",".",".","",".",".",".",".",".","0.6"
"Junior","","406","3.548","51.7","25.1","13.1","3.9","4.2","0.2","1.0",".","",".",".","",".",".","0.5",".",".","0.2"
"Senior","","326","3.421","49.1","19.9","15.3","4.6","6.4","1.8","1.5",".","",".",".","",".",".","0.3","0.6","0.3","."
"Undergraduates","","1803","3.426","47.1","22.1","15.4","3.8","8.3","1.4","0.9",".","",".",".","",".",".","0.3","0.1","0.1","0.4"
"Special","","34","3.341","11.8","11.8","8.8","2.9","2.9",".",".","29.4","",".",".","",".",".",".",".","29.4","2.9"
"Graduate","","103","3.825","52.4","19.4","1.9","1.0",".",".",".","17.5","",".",".","",".","5.8","1.9",".",".","."
"","Dept. Total","1940","3.442","46.8","21.8","14.6","3.6","7.7","1.3","0.9","1.4","",".",".","",".","0.3","0.4","0.1","0.6","0.5"
