"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"133
Genetics in the News","001","","86","3.384","44.2","16.3","22.1","14.0","1.2","1.2","1.2",".",".",".",".",".",".",".",".","."
"155
Freshman Seminar in Genetics","001","","60","3.875","95.0","1.7",".",".",".","1.7","1.7",".",".",".",".",".",".",".",".","."
"299","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","127","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"466
Principles of Genetics","001","","265","3.074","30.6","9.1","30.9","9.4","16.2","3.4",".",".",".",".",".",".",".",".","0.4","."
"467
General Genetics 1","002","","91","3.066","22.0","19.8","25.3","19.8","11.0","2.2",".",".",".",".",".",".",".",".",".","."
"470
Basic Cytology & Lab Procudure","001","","8","3.500","37.5","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"522
Evolution Seminar Series UG","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"545
Genetics Laboratory","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"565
Human Genetics","001","","61","3.100","19.7","18.0","32.8","18.0","9.8",".",".","1.6",".",".",".",".",".",".",".","."
"567
Companion Research Seminar","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
The Female Reproductive System","001","","8","3.375","37.5","12.5","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"571
Clinical Practice I","001","","8","3.786","50.0","37.5",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"572
The Respiratory System","001","","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"573
The Genitourinary System","001","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"610
Quantitative Genetics","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"631
Plant Genetics","001","","29","3.362","37.9","20.7","27.6","10.3",".","3.4",".",".",".",".",".",".",".",".",".","."
"633
Population Genetics","001","","10","3.250","20.0","40.0","10.0",".",".","10.0",".","20.0",".",".",".",".",".",".",".","."
"662
Cancer Genetics","001","","30","3.783","56.7","43.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"677","011","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"677","024","","9","3.667","88.9",".",".",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"677","025","","26","3.964","96.2",".","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Genetics","Course Total","","42","3.893","95.2",".","2.4",".",".","2.4",".",".",".",".",".",".",".",".",".","."
"681","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","019","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","","","Page 28 of 420"
