"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","033","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","035","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","085","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","090","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","101","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","112","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","120","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","124","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","127","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","128","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","132","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","134","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","135","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","136","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","137","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","123","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"841
Computational Cognitive Sci","001","","7","3.900","57.1","14.3",".",".",".",".",".",".",".",".",".",".","28.6",".",".","."
"880
Topics in Theortcl Comp Sci","001","","19","3.778","52.6","42.1",".",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"899","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
