"L&S","","","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","",""
"GERMAN
424","Dept. Total","673","3.740","68.8","13.2","8.8","2.1","2.4","0.1","0.3","2.7","",".","0.1","",".","1.0","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","125","3.746","75.2","10.4","8.8","2.4","2.4",".","0.8",".","",".",".","",".",".",".",".",".","."
"Sophomore","","132","3.797","75.8","13.6","5.3","4.5","0.8",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","132","3.644","66.7","12.9","12.1","1.5","4.5","0.8","0.8",".","",".",".","",".",".","0.8",".",".","."
"Senior","","182","3.681","61.5","20.3","12.6","1.6","3.3",".",".",".","",".",".","",".",".","0.5",".",".","."
"Undergraduates","","571","3.716","69.0","14.9","10.0","2.5","2.8","0.2","0.4",".","",".",".","",".",".","0.4",".",".","."
"Special","","11","4.000","63.6",".",".",".",".",".",".","36.4","",".",".","",".",".",".",".",".","."
"Graduate","","90","3.941","67.8","4.4","2.2",".",".",".",".","15.6","",".","1.1","",".","7.8","1.1",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","673","3.740","68.8","13.2","8.8","2.1","2.4","0.1","0.3","2.7","",".","0.1","",".","1.0","0.4",".",".","."
