"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","258","3.484","48.1","12.8","16.3","5.0","2.7","1.2","",".","6.2","",".",".","",".","7.4","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.568","45.5","40.9","9.1",".",".","4.5","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","34","3.817","76.5","14.7","8.8",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","51","3.470","47.1","17.6","23.5","7.8","2.0",".","",".",".","",".",".","",".",".","",".",".","2.0","."
"Senior","","80","3.245","43.8","10.0","25.0","10.0","7.5","2.5","",".",".","",".",".","",".","1.3","",".",".",".","."
"Undergraduates","","187","3.433","50.8","16.6","19.8","6.4","3.7","1.6","",".",".","",".",".","",".","0.5","",".",".","0.5","."
"Special","","5","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","66","3.870","40.9","1.5","4.5","1.5",".",".","",".","24.2","",".",".","",".","27.3","",".",".",".","."
"","Dept. Total","258","3.484","48.1","12.8","16.3","5.0","2.7","1.2","",".","6.2","",".",".","",".","7.4","",".",".","0.4","."
