"","990
021","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
027","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
068","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","6","",".",".",".",".",".",".","",".","83.3","",".",".","",".","16.7","",".",".",".","."
"R M I
241","Dept. Total","546","3.230","34.4","17.6","26.4","9.7","7.9","2.9","",".","0.9","",".",".","",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","30","2.875","26.7","16.7","20.0","3.3","23.3","10.0","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","130","3.172","31.5","16.2","29.2","9.2","10.8","3.1","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","283","3.288","36.7","18.0","26.5","11.0","5.7","2.1","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","445","3.223","34.6","17.3","26.7","9.9","8.3","3.1","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","26","2.808","19.2","7.7","30.8","15.4","19.2","7.7","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","75","3.450","38.7","22.7","22.7","6.7","1.3",".","",".","6.7","",".",".","",".","1.3","",".",".",".","."
"","Dept. Total","546","3.230","34.4","17.6","26.4","9.7","7.9","2.9","",".","0.9","",".",".","",".","0.2","",".",".",".","."
