"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUS PERF
664","Dept. Total","455","3.866","75.8","13.4","3.5","1.3","0.4","",".","",".","",".","",".",".","",".","",".","4.0",".","1.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","3.849","78.7","13.1","8.2",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","71","3.845","71.8","22.5","4.2",".",".","",".","",".","",".","",".",".","",".","",".","1.4",".",".","."
"Junior","","79","3.819","79.7","8.9","6.3","2.5","1.3","",".","",".","",".","",".",".","",".","",".","1.3",".",".","."
"Senior","","117","3.832","77.8","13.7","1.7","3.4","0.9","",".","",".","",".","",".",".","",".","",".","2.6",".",".","."
"Undergraduates","","328","3.835","77.1","14.3","4.6","1.8","0.6","",".","",".","",".","",".",".","",".","",".","1.5",".",".","."
"Special","","3","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","124","3.927","71.8","11.3","0.8",".",".","",".","",".","",".","",".",".","",".","",".","10.5",".","5.6","."
"","Dept. Total","455","3.866","75.8","13.4","3.5","1.3","0.4","",".","",".","",".","",".",".","",".","",".","4.0",".","1.5","."
