"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","602
001","16","1.563","6.3",".","43.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
002","20","1.600","15.0",".","30.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","Course Total","36","1.583","11.1",".","36.1",".","2.8",".",".",".",".",".",".",".",".",".",".","."
"","711
001","36","1.194","5.6",".","25.0",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","711
003","31","0.581",".",".","19.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
004","39","0.769",".",".","25.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
005","38","0.868","5.3",".","18.4",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","144","0.861","2.8",".","22.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","714
001","55","1.473","10.9",".","34.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
003","50","0.900","6.0",".","22.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","105","1.200","8.6",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Torts I","715
001","49","1.286","10.2",".","26.5",".","4.1",".",".",".",".",".",".",".",".",".",".","."
"Intro-Substan Criminal Law","002
726","65","1.508","3.1",".","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Federal Law & Indian Tribes","730
001","6","1.400","16.7",".","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Constitutional Law I","731
001","20","0.842","5.0",".","20.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"Real Estate Transactions I","732
001","36","1.303","8.3",".","27.8",".",".","2.8","2.8","8.3",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","18","1.000","16.7",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
001","23","1.048","17.4",".","8.7",".",".",".",".","8.7",".",".",".",".",".",".",".","."
"","740
002","58","0.983","8.6",".","15.5",".","6.9",".",".","1.7",".",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","81","1.000","11.1",".","13.6",".","4.9",".",".","3.7",".",".",".",".",".",".",".","."
"Bus Orgnztions II:Publ Corp","741
001","34","1.438","17.6",".","17.6",".","5.9",".",".","5.9",".",".",".",".",".",".",".","."
"Taxation I","742
001","68","1.053","11.8",".","10.3",".","4.4","1.5",".","16.2",".",".",".",".",".",".",".","."
"Negotiations","743
002","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","001
744","91","1.356","12.1",".","24.2",".","6.6",".",".","1.1",".",".",".",".",".",".",".","."
"","744
002","14","1.000","7.1",".","21.4",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"Administrative Law","Course Total","105","1.311","11.4",".","23.8",".","5.7",".",".","1.9",".",".",".",".",".",".",".","."
"Labor Relations Law","745
001","40","1.675","7.5",".","42.5",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Legislation","746
001","32","1.031","9.4",".","15.6",".","9.4",".",".",".",".",".",".",".",".",".",".","."
"Accounting and Law","811
001","18","",".",".",".",".",".",".",".","77.8","5.6",".",".",".",".",".",".","16.7"
"","815
001","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
002","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","815
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","34","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Business Organizations I","001
817","22","1.000","9.1",".","18.2",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Insurance Law","001
825","11","0.818",".",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Water Rights Law","845
001","13","1.833","30.8",".","15.4",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","849
001","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","001
850","45","1.619","13.3",".","22.2",".","15.6",".",".","6.7",".",".",".",".",".",".",".","."
"","850
002","20","1.474","15.0",".","20.0",".","10.0",".",".","5.0",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","65","1.574","13.8",".","21.5",".","13.8",".",".","6.2",".",".",".",".",".",".",".","."
"","852
001","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","Page 338 of 420",""
