"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","94390","3.314","41.0","19.1","17.5","7.0","6.7","1.8","1.0","2.6","0.0","1.6","0.0","0.5","0.5","0.1","0.3","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","17029","3.237","36.0","20.0","20.7","8.5","8.2","2.4","0.9","0.0",".","2.7","0.1",".","0.3","0.0","0.0","0.1"
"Sophomore","","21275","3.257","38.4","19.8","20.2","8.1","8.2","2.1","1.0","0.0","0.0","1.7","0.0",".","0.3","0.0","0.0","0.0"
"Junior","","20287","3.244","38.1","20.2","19.6","8.8","8.4","1.9","1.3","0.1","0.0","1.0","0.1",".","0.4","0.0","0.0","0.0"
"Senior","","22166","3.333","43.5","20.4","17.0","6.9","6.4","1.9","1.4","0.2","0.0","0.9","0.0","0.6","0.5","0.1","0.1","0.0"
"Undergraduates","","80757","3.268","39.2","20.1","19.3","8.0","7.7","2.1","1.2","0.1","0.0","1.5","0.1","0.2","0.4","0.1","0.0","0.0"
"Special","","2706","3.503","35.0","11.5","10.2","2.4","2.5","0.7","0.7","26.7",".","1.8","0.0",".","0.4","2.1","5.7","0.1"
"Graduate","","10868","3.779","56.1","13.4","6.1","0.7","0.5","0.1","0.2","15.3","0.1","2.1",".","3.3","1.6","0.0","0.6","0.0"
"Prof Yr 1","","70","3.783","72.9","15.7","11.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","82","3.868","85.4","8.5","3.7","1.2",".",".",".",".",".",".",".",".","1.2",".",".","."
"Prof Yr 3","","105","3.900","69.5","7.6","2.9",".",".",".",".","4.8",".",".",".",".","14.3",".","1.0","."
"Prof Yr 4","","38","3.746","28.9","26.3",".",".",".",".",".",".",".","44.7",".",".",".",".",".","."
"Professionals","","295","3.846","69.5","12.2","4.7","0.3",".",".",".","1.7",".","5.8",".",".","5.4",".","0.3","."
"","College Total","94626","3.314","41.1","19.1","17.5","7.0","6.7","1.8","1.0","2.6","0.0","1.6","0.0","0.5","0.5","0.1","0.3","0.0"
