"","919
002","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Grad Studies-Medical Hist","Course Total","7","3.833","28.6","14.3",".",".",".",".",".","57.1","",".",".","",".","",".","",".",".",".","."
"Research Smr in Med History","920
001","6","3.917","83.3","16.7",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Advanced Independent Study","999
001","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MED HIST
452","Dept. Total","183","3.345","31.7","27.3","27.3","4.9","1.1","1.6","1.6","4.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","14","3.179","14.3","14.3","64.3","7.1",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","32","3.094","31.3","18.8","34.4",".","6.3","3.1","6.3",".","",".",".","",".","",".","",".",".",".","."
"Senior","","89","3.388","34.8","32.6","20.2","9.0",".","2.2","1.1",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","136","3.294","31.6","27.2","28.7","6.6","1.5","2.2","2.2",".","",".",".","",".","",".","",".",".",".","."
"Special","","10","3.395","10.0","50.0","30.0",".",".",".",".","10.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","35","3.731","40.0","20.0","20.0",".",".",".",".","20.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","2","3.125",".","50.0","50.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","183","3.345","31.7","27.3","27.3","4.9","1.1","1.6","1.6","4.4","",".",".","",".","",".","",".",".",".","."
