"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10680","3.709","57.9","16.5","8.2","","2.2 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","632","3.307","45.3","19.5","14.2","7.9","8.2","2.5","0.9","0.8",".",".",".",".","0.2","0.2",".","0.3"
"Sophomore","","1340","3.467","50.4","23.1","13.1","4.9","4.7","1.1","0.6","1.8","0.1",".",".",".","0.1","0.1",".","0.1"
"Junior","","1763","3.601","52.5","23.8","11.6","2.9","1.8","0.6","0.7","2.6",".","3.3",".",".","0.1","0.2",".","."
"Senior","","3904","3.759","59.4","14.9","7.6","1.6","1.1","0.3","0.3","4.0","0.1","10.5","0.0",".",".","0.1","0.1","0.1"
"Undergraduates","","7639","3.639","55.0","18.8","10.0","3.0","2.5","0.7","0.5","3.1","0.1","6.1","0.0",".","0.0","0.1","0.0","0.1"
"Special","","453","3.840","62.0","9.5","5.3","0.9","0.7",".","0.2","15.0",".","3.5",".","0.2","0.2","0.2","2.2","."
"Graduate","","2555","3.888","66.0","10.9","3.2","0.2","0.2",".",".","13.0","0.2","2.2","0.0","1.8","1.6",".","0.6","."
"Prof Yr 1","","8","3.353","12.5","50.0","25.0",".",".",".",".",".",".",".",".","12.5",".",".",".","."
"Prof Yr 2","","4","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","18","3.867","38.9","22.2",".",".",".",".",".","38.9",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","3.800","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","33","3.641","36.4","24.2","9.1",".",".",".",".","27.3",".",".",".","3.0",".",".",".","."
"","College Total","10680","3.709","57.9","16.5","8.2","2.2","1.8","0.5","0.4","6.0","0.1","5.0","0.0","0.5","0.4","0.1","0.3","0.1"
