"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2647","3.444","45.3","22.9","16.6","","5.9 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","85","3.156","21.2","29.4","27.1","9.4","10.6","2.4",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","402","3.254","32.8","27.9","18.9","9.7","5.5","3.2","1.2","0.5","",".","0.2",".",".",".",".",".","."
"Junior","","720","3.443","48.1","23.1","15.1","6.0","4.4","1.7","1.3","0.1","",".",".",".",".",".","0.3",".","."
"Senior","","1264","3.496","49.1","21.7","17.3","5.0","3.2","0.7","1.0","1.4","",".","0.5",".",".","0.1",".",".","."
"Undergraduates","","2471","3.429","45.2","23.4","17.3","6.2","4.2","1.5","1.1","0.8","",".","0.3",".",".","0.0","0.1",".","."
"Special","","20","3.405","35.0","20.0","25.0","15.0",".",".",".","5.0","",".",".",".",".",".",".",".","."
"Graduate","","144","3.822","50.0","13.9","3.5",".","0.7",".",".","29.2","",".",".",".","1.4","0.7",".","0.7","."
"Prof Yr 1","","8","3.625","37.5","50.0","12.5",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","3.833","66.7","33.3",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","12","3.625","41.7","41.7","16.7",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","2647","3.444","45.3","22.9","16.6","5.9","4.0","1.4","1.0","2.4","",".","0.3",".","0.1","0.1","0.1","0.0","."
