"","999
055","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
062","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
063","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
092","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Adv Ind Work-Applied Music","Course Total","20","3.976","85.0","5.0",".",".",".","",".",".",".","",".",".","",".","5.0","5.0",".",".","."
"MUS PERF
664","Dept. Total","511","3.828","75.7","14.1","5.5","1.6","1.4","",".","0.4","0.2","",".",".","",".","0.2","0.8",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","92","3.683","69.6","13.0","7.6","2.2","3.3","",".","1.1",".","",".",".","",".",".","2.2",".","1.1","."
"Sophomore","","91","3.702","61.5","20.9","9.9","3.3","4.4","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","85","3.821","71.8","17.6","7.1","1.2",".","",".","1.2","1.2","",".",".","",".",".",".",".",".","."
"Senior","","108","3.900","84.3","12.0","2.8","0.9",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","376","3.785","72.3","15.7","6.6","1.9","1.9","",".","0.5","0.3","",".",".","",".",".","0.5",".","0.3","."
"Special","","15","3.958","93.3","6.7",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","120","3.906","84.2","10.0","2.5","0.8",".","",".",".",".","",".",".","",".","0.8","1.7",".",".","."
"","Dept. Total","511","3.828","75.7","14.1","5.5","1.6","1.4","",".","0.4","0.2","",".",".","",".","0.2","0.8",".","0.2","."
