"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","345","3.802","77.1","14.8","5.2","","1.2 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","P","","I","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","71","3.739","64.8","22.5","7.0","1.4","2.8","",".",".",".","",".",".",".","",".","1.4",".",".","."
"Sophomore","","107","3.755","77.6","13.1","6.5","1.9",".","",".","0.9",".","",".",".",".","",".",".",".",".","."
"Junior","","56","3.821","83.9","10.7","3.6","1.8",".","",".",".",".","",".",".",".","",".",".",".",".","."
"Senior","","103","3.854","82.5","13.6","3.9",".",".","",".",".",".","",".",".",".","",".",".",".",".","."
"Undergraduates","","337","3.800","77.4","14.8","5.3","1.2","0.6","",".","0.3",".","",".",".",".","",".","0.3",".",".","."
"Special","","5","3.857","60.0","20.0",".",".",".","",".",".","20.0","",".",".",".","",".",".",".",".","."
"Graduate","","1","",".",".",".",".",".","",".",".",".","",".",".",".","",".","100.0",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".","",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".","",".",".",".",".","."
"","College Total","345","3.802","77.1","14.8","5.2","1.2","0.6","",".","0.3","0.3","",".",".",".","",".","0.6",".",".","."
