"EGR","","","","","","","","","","","","","","","","","","","","",""
"INDUSTRIAL & SYSTEMS ENGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","",""
"I SY E
490","Dept. Total","780","3.542","49.7","19.9","13.5","5.3","2.8","0.6","0.9","6.5","0.1","0.4","",".","0.1","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","14","3.579","42.9","28.6","28.6",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Junior","","94","3.326","34.0","23.4","24.5","11.7","5.3",".","1.1",".",".",".","",".",".","",".",".",".","."
"Senior","","349","3.499","51.6","21.5","14.3","6.9","3.7","0.9","0.9",".",".",".","",".",".","",".",".","0.3","."
"Undergraduates","","457","3.467","47.7","22.1","16.8","7.7","3.9","0.7","0.9",".",".",".","",".",".","",".",".","0.2","."
"Special","","14","3.794","57.1","14.3","14.3",".",".",".",".","14.3",".",".","",".",".","",".",".",".","."
"Graduate","","309","3.656","52.4","16.8","8.4","1.9","1.3","0.6","1.0","15.9","0.3","1.0","",".","0.3","",".",".",".","."
"","Dept. Total","780","3.542","49.7","19.9","13.5","5.3","2.8","0.6","0.9","6.5","0.1","0.4","",".","0.1","",".",".","0.1","."
